RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,163.28204581742452,5.052991348818871,110.835,160.096,163.175,166.253,184.726
Low,5757.0,164.1644226159458,5.255874210533575,110.835,161.016,163.8,166.32,188.9
Healthy,5760.0,164.42003420138886,5.386626562898464,110.835,160.54125000000002,163.8,166.437,188.9
