RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.001072492190211732,0.0005479997890655868,0.0001,0.0008,0.001,0.0013,0.009
Low,5757.0,0.000953048462741011,0.000512023435517959,0.0001,0.0007,0.0009,0.0011,0.009
Healthy,5760.0,0.0009788194444444445,0.0005039548354395601,0.0001,0.0007,0.0009,0.0011,0.009
