RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.0024142658799028113,0.001772637566198774,0.0,0.0,0.0029,0.0038,0.0053
Low,5757.0,0.0017962480458572172,0.0017060157509510693,0.0,0.0,0.0024,0.0032,0.0052
Healthy,5760.0,0.0024183333333333335,0.001502026413816827,0.0,0.0021,0.0027,0.0036,0.0053
