RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,1.3471763276640059,0.10379867055109382,0.61,1.345,1.345,1.345,5.3
Low,5757.0,1.3668872676741362,0.8242928318631677,0.61,1.345,1.345,1.345,32.5
Healthy,5760.0,1.3727612847222226,0.921693298977021,0.61,1.345,1.345,1.345,32.5
