KMeans,Hierarchical,DBSCAN,GMM,IsolationForest,LOF,OneClassSVM,sample_time_continuous_caster,count
0,1,1,0,1,1,1,18:00:45,1
0,1,1,0,1,1,1,18:50:55,1
0,1,1,0,1,1,1,22:47:04,1
0,1,1,0,1,1,1,23:33:40,1
0,1,1,0,1,1,1,0:20:12,1
0,1,151,0,1,-1,1,20:35:35,4
0,1,151,0,1,1,1,20:35:35,1
0,1,152,0,1,-1,1,7:44:38,5
0,1,154,0,-1,1,1,2:19:08,5
0,1,155,0,-1,-1,-1,1:16:59,2
0,1,155,0,-1,-1,1,1:16:59,3
0,1,156,0,1,1,1,0:26:00,5
0,1,157,0,1,-1,1,23:34:47,1
0,1,157,0,1,1,1,23:34:47,4
0,1,158,0,-1,-1,1,21:18:38,1
0,1,158,0,1,-1,1,21:18:38,3
0,1,158,0,1,1,1,21:18:38,1
0,1,159,0,-1,1,1,4:20:48,3
0,1,159,0,1,1,1,4:20:48,2
0,1,160,0,1,-1,1,3:01:29,3
0,1,160,0,1,1,1,3:01:29,2
0,1,161,0,1,1,1,3:40:38,5
0,1,222,0,-1,-1,1,18:18:26,4
0,1,222,0,1,-1,1,18:18:26,7
0,1,225,0,-1,-1,1,21:36:38,7
0,1,225,0,1,-1,1,21:36:38,4
0,1,226,0,1,-1,-1,23:31:44,5
0,1,226,0,1,-1,1,23:31:44,2
0,1,241,0,-1,1,1,17:23:38,12
0,1,247,0,1,1,1,1:11:37,13
0,1,248,0,1,-1,1,19:51:37,1
0,1,248,0,1,1,-1,19:51:37,1
0,1,248,0,1,1,1,19:51:37,11
0,1,250,0,-1,1,-1,10:32:47,1
0,1,250,0,1,1,-1,10:32:47,12
0,1,251,0,1,1,-1,9:46:21,9
0,1,251,0,1,1,1,9:46:21,4
0,1,252,0,-1,1,1,16:44:20,1
0,1,252,0,1,1,1,16:44:20,12
0,1,265,0,-1,1,-1,15:38:48,1
0,1,265,0,1,1,1,15:38:48,12
0,1,267,0,1,1,1,9:26:19,7
0,1,267,0,1,1,1,13:42:54,7
0,1,267,0,1,1,1,12:21:20,7
0,1,267,0,1,1,1,10:56:33,7
0,1,267,0,1,1,1,14:24:39,7
0,1,267,0,1,1,1,13:00:43,7
0,1,268,0,-1,1,-1,11:36:02,7
0,1,269,0,-1,1,-1,10:10:08,2
0,1,269,0,1,1,-1,10:10:08,3
0,1,269,0,1,1,1,10:10:08,2
0,1,270,0,-1,1,-1,18:59:02,3
0,1,270,0,1,1,-1,18:59:02,2
0,1,270,0,1,1,1,18:59:02,2
0,1,271,0,-1,1,-1,8:56:38,6
0,1,271,0,1,1,-1,8:56:38,1
0,1,272,0,1,1,1,8:08:34,7
0,1,273,0,-1,1,1,15:54:59,1
0,1,273,0,1,1,1,15:54:59,6
0,1,274,0,-1,1,-1,6:46:47,6
0,1,274,0,-1,1,1,6:46:47,7
0,1,276,0,-1,1,1,3:09:17,13
0,1,310,0,1,1,1,23:35:10,13
0,1,311,0,1,1,1,11:36:12,13
0,1,312,0,-1,-1,-1,3:18:25,2
0,1,312,0,-1,-1,1,3:18:25,11
