IsolationForest,LOF,OneClassSVM,sample_time_continuous_caster,count
1,1,1,5:48:37,8
1,1,1,19:37:52,8
1,1,1,15:00:11,8
1,1,1,4:16:21,8
1,1,1,2:25:35,8
1,1,1,18:40:15,8
1,1,1,18:03:51,8
1,1,1,17:19:36,8
1,1,1,23:22:15,8
1,1,1,5:56:54,8
1,1,1,0:03:47,8
1,1,1,15:46:12,8
1,1,1,20:15:21,8
1,1,1,5:08:23,8
1,1,1,3:25:29,8
1,1,1,22:35:11,8
1,1,1,2:03:26,8
1,1,1,12:42:26,8
1,1,1,14:19:44,8
1,1,1,20:58:10,8
1,1,1,1:05:55,8
1,1,1,7:19:55,8
1,1,1,6:37:52,8
1,1,1,6:02:35,8
1,1,1,5:20:46,8
1,1,1,2:51:25,8
1,1,1,4:08:26,8
1,1,1,3:29:36,8
1,1,1,2:09:03,8
1,1,1,7:59:38,8
1,1,1,4:46:30,8
1,1,1,8:30:24,8
1,1,1,12:34:46,8
1,1,1,9:50:23,8
1,1,1,9:10:38,8
1,1,1,10:34:25,8
1,1,1,11:10:09,8
1,1,1,13:12:45,8
1,1,1,13:53:51,8
1,1,1,14:34:53,8
1,1,1,15:14:05,8
1,1,1,15:52:53,8
1,1,1,16:36:41,8
1,1,1,11:51:34,8
1,1,1,17:54:27,8
1,1,1,18:44:00,8
1,1,1,19:19:45,8
1,1,1,20:13:51,8
1,1,1,22:39:02,8
1,1,1,23:17:26,8
1,1,1,23:56:11,8
1,1,1,17:16:23,8
1,1,1,20:24:54,8
1,1,1,18:55:57,8
1,1,1,17:30:51,8
1,1,1,18:04:20,8
1,1,1,16:03:23,8
1,1,1,9:56:10,8
1,1,1,14:38:44,8
1,1,1,14:10:00,8
1,1,1,13:16:00,8
1,1,1,12:43:48,8
1,1,1,12:03:43,8
1,1,1,11:19:20,8
1,1,1,10:39:57,8
1,1,1,18:41:00,8
1,1,1,15:22:52,8
1,1,1,19:21:51,8
1,1,1,22:46:14,8
1,1,1,20:43:56,8
1,1,1,7:56:43,8
1,1,1,20:05:19,8
1,1,1,22:04:45,8
1,1,1,0:08:15,8
1,1,1,21:23:07,8
1,1,1,7:13:51,8
1,1,1,4:49:17,8
1,1,1,3:30:03,8
1,1,1,2:56:09,8
1,1,1,2:08:27,8
1,1,1,1:28:32,8
1,1,1,0:48:16,8
1,1,1,18:20:30,8
1,1,1,19:16:09,8
1,1,1,20:36:08,8
1,1,1,21:30:07,8
1,1,1,22:14:11,8
1,1,1,19:52:01,8
1,1,1,16:51:12,8
1,1,1,7:58:25,8
1,1,1,17:39:03,8
1,1,1,16:09:59,8
1,1,1,20:21:06,7
1,1,1,3:59:01,7
1,1,1,2:58:45,7
1,1,1,2:27:59,7
1,1,1,9:12:13,7
1,1,1,8:20:53,7
1,1,1,7:47:19,7
1,1,1,6:57:19,7
1,1,1,6:18:04,7
1,1,1,4:47:22,7
1,1,1,5:33:41,7
1,1,1,1:41:49,7
1,1,1,0:50:40,7
1,1,1,0:06:07,7
1,1,1,4:46:05,7
1,1,1,7:03:18,7
1,1,1,6:19:46,7
1,1,1,5:42:36,7
1,1,1,4:04:58,7
1,1,1,1:32:31,7
1,1,1,2:23:25,7
1,1,1,3:11:42,7
1,1,1,0:50:31,7
1,1,1,21:55:35,7
1,1,1,20:57:29,7
1,1,1,22:45:57,7
1,1,1,23:34:41,7
1,1,1,20:04:14,7
1,1,1,8:53:35,7
1,1,1,2:07:53,7
1,1,1,22:06:36,7
1,1,1,13:02:48,7
1,1,1,14:32:50,7
1,1,1,22:42:30,7
1,1,1,22:09:07,7
1,1,1,21:19:14,7
1,1,1,19:47:31,7
1,1,1,18:20:07,7
1,1,1,17:31:54,7
1,1,1,19:09:37,7
1,1,1,16:02:12,7
1,1,1,11:36:52,7
1,1,1,3:37:36,7
1,1,1,13:48:16,7
1,1,1,15:16:42,7
1,1,1,5:06:40,7
1,1,1,12:20:08,7
1,1,1,7:19:30,7
1,1,1,16:47:45,7
1,1,1,2:56:03,7
1,1,1,10:53:55,7
1,1,1,10:01:51,7
1,1,1,11:22:32,7
1,1,1,0:32:54,7
1,1,1,4:30:00,7
1,1,1,3:03:49,7
1,1,1,0:05:21,7
1,1,1,17:07:56,7
1,1,1,17:58:09,7
1,1,1,0:36:49,7
1,1,1,23:12:04,7
1,1,1,18:38:34,7
1,1,1,15:35:01,7
1,1,1,11:50:54,7
1,1,1,16:34:22,7
1,1,1,11:13:30,7
1,1,1,9:16:44,7
1,1,1,14:09:49,7
1,1,1,13:24:24,7
1,1,1,5:15:02,7
1,1,1,3:51:13,7
1,1,1,12:36:24,7
1,1,1,2:18:57,7
1,1,1,1:28:56,7
1,1,1,14:54:04,7
1,1,1,20:15:42,7
1,1,1,19:30:20,7
1,1,1,8:33:04,7
1,1,1,21:36:19,7
1,1,1,20:52:50,7
1,1,1,7:32:37,7
1,1,1,7:18:18,7
1,1,1,6:04:04,7
1,1,1,5:20:18,7
1,1,1,1:28:05,7
1,1,1,22:11:03,7
1,1,1,23:37:57,7
1,1,1,4:32:29,7
1,1,1,3:50:28,7
1,1,1,3:06:50,7
1,1,1,2:20:28,7
1,1,1,0:17:42,7
1,1,1,22:51:17,7
1,1,1,21:29:00,7
1,1,1,6:03:23,7
1,1,1,0:57:51,7
1,1,1,5:57:56,7
1,1,1,3:49:09,7
1,1,1,15:12:12,7
1,1,1,21:02:37,7
1,1,1,21:46:35,7
1,1,1,23:14:36,7
1,1,1,0:02:53,7
1,1,1,9:26:19,7
1,1,1,20:17:43,7
1,1,1,13:42:54,7
1,1,1,12:21:20,7
1,1,1,16:39:54,7
1,1,1,17:22:27,7
1,1,1,2:22:23,7
1,1,1,10:56:33,7
1,1,1,14:24:39,7
1,1,1,13:00:43,7
1,1,1,8:08:34,7
1,1,1,19:36:53,7
1,1,1,18:07:06,7
1,1,1,13:06:23,7
1,1,1,2:46:17,7
1,1,1,4:13:14,7
1,1,1,12:19:39,7
1,1,1,3:31:37,7
1,1,1,2:04:28,7
1,1,1,22:35:34,7
1,1,1,13:45:51,7
1,1,1,21:02:21,7
1,1,1,21:46:07,7
1,1,1,0:41:52,7
1,1,1,5:46:28,7
1,1,1,6:30:32,7
1,1,1,9:32:44,7
1,1,1,10:52:38,7
1,1,1,8:53:26,7
1,1,1,7:20:22,7
1,1,1,15:11:20,7
1,1,1,15:56:39,7
1,1,1,20:28:40,7
1,1,1,0:03:37,7
1,1,1,1:20:36,7
1,1,1,5:00:55,7
1,1,1,10:14:13,7
1,1,1,11:59:58,7
1,1,1,14:24:52,7
1,1,1,16:38:58,7
1,1,1,17:24:45,7
1,1,1,18:07:56,7
1,1,1,18:55:15,7
1,1,1,19:47:28,7
1,1,1,5:05:40,7
1,1,1,18:13:36,7
1,1,1,17:33:36,7
1,1,1,12:19:21,7
1,1,1,6:44:44,7
1,1,1,4:29:38,7
1,1,1,2:16:28,7
1,1,1,10:13:13,7
1,1,1,0:38:45,7
1,1,1,2:56:19,7
1,1,1,19:46:03,7
1,1,1,0:24:07,7
1,1,1,23:36:27,7
1,1,1,13:06:07,7
1,1,1,13:09:19,7
1,1,1,20:34:18,7
1,1,1,22:02:18,7
1,1,1,9:39:11,7
1,1,1,1:35:39,7
1,1,1,19:05:28,7
1,1,1,15:16:49,7
1,1,1,14:05:01,7
1,1,1,11:47:52,7
1,1,1,16:00:03,7
1,1,1,22:47:54,7
1,1,1,21:16:15,7
1,1,1,14:38:17,7
1,1,1,5:59:46,7
1,1,1,1:26:54,7
1,1,1,0:36:57,7
1,1,1,22:31:39,7
1,1,1,21:51:45,7
1,1,1,5:45:38,7
1,1,1,19:54:18,7
1,1,1,6:25:24,7
1,1,1,7:11:01,7
1,1,1,8:03:46,7
1,1,1,8:44:47,7
1,1,1,9:30:43,7
1,1,1,11:58:53,7
1,1,1,4:59:42,7
1,1,1,4:14:45,7
1,1,1,3:31:25,7
1,1,1,12:39:39,7
1,1,1,13:22:20,7
1,1,1,14:55:40,7
1,1,1,15:36:43,7
1,1,1,16:20:03,7
1,1,1,17:00:28,7
1,1,1,17:44:09,7
1,1,1,21:07:45,7
1,1,1,18:25:39,7
1,1,1,20:26:46,7
1,1,1,19:11:08,7
1,1,1,14:07:32,7
1,1,1,10:16:39,7
1,1,1,14:22:24,7
1,1,1,15:03:32,7
1,1,1,15:48:43,7
1,1,1,17:12:59,7
1,1,1,17:23:49,7
1,1,1,18:05:50,7
1,1,1,19:19:56,7
1,1,1,20:01:03,7
1,1,1,20:49:22,7
1,1,1,21:27:07,7
1,1,1,22:06:33,7
1,1,1,22:49:10,7
1,1,1,18:43:41,7
1,1,1,10:44:02,7
1,1,1,1:26:18,7
1,1,1,2:07:42,7
1,1,1,2:44:08,7
1,1,1,3:25:42,7
1,1,1,4:03:50,7
1,1,1,5:29:50,7
1,1,1,6:16:02,7
1,1,1,6:59:07,7
1,1,1,8:32:48,7
1,1,1,11:27:07,7
1,1,1,0:47:28,7
1,1,1,0:14:17,7
1,1,1,23:29:50,7
1,1,1,7:26:11,7
1,1,1,6:43:16,7
1,1,1,6:03:47,7
1,1,1,5:25:32,7
1,1,1,4:45:55,7
1,1,1,4:05:59,7
1,1,1,3:25:24,7
1,1,1,2:40:46,7
1,1,1,1:17:49,7
1,1,1,0:53:31,7
1,1,1,19:03:06,7
1,1,1,21:17:33,7
1,1,1,21:52:50,7
1,1,1,22:33:08,7
1,1,1,23:12:51,7
1,1,1,23:53:28,7
1,1,1,8:13:31,7
1,1,1,2:03:24,7
1,1,1,8:48:53,7
1,1,1,14:21:56,7
1,1,1,10:14:09,7
1,1,1,13:37:30,7
1,1,1,12:14:37,7
1,1,1,11:35:58,7
1,1,1,10:51:16,7
1,1,1,9:35:06,7
1,1,1,14:56:02,7
1,1,1,15:39:59,7
1,1,1,17:00:31,7
1,1,1,12:56:50,7
1,1,1,16:17:46,7
1,1,1,17:41:52,7
1,1,1,18:22:16,7
1,1,1,17:26:43,7
1,1,1,10:18:46,7
1,1,1,11:00:37,7
1,1,1,11:40:44,7
1,1,1,12:25:46,7
1,1,1,13:45:54,7
1,1,1,9:38:02,7
1,1,1,14:24:49,7
1,1,1,15:03:40,7
1,1,1,13:05:42,7
1,1,1,8:50:56,7
1,1,1,7:37:43,7
1,1,1,7:00:49,7
1,1,1,5:40:40,7
1,1,1,5:11:14,7
1,1,1,4:27:05,7
1,1,1,3:46:52,7
1,1,1,2:24:05,7
1,1,1,1:39:44,7
1,1,1,1:03:02,7
1,1,1,3:08:54,7
1,1,1,8:18:42,7
1,1,1,23:15:26,7
1,1,1,16:22:20,7
1,1,1,17:07:29,7
1,1,1,17:46:19,7
1,1,1,18:32:01,7
1,1,1,19:12:02,7
1,1,1,19:52:00,7
1,1,1,21:10:38,7
1,1,1,21:13:03,7
1,1,1,22:28:16,7
1,1,1,22:33:37,7
1,1,1,23:55:33,7
1,1,1,4:07:23,7
1,1,1,22:32:41,7
1,1,1,23:13:19,7
1,1,1,21:00:17,7
1,1,1,20:18:27,7
1,1,1,23:55:38,7
1,1,1,19:47:01,7
1,1,1,19:07:18,7
1,1,1,15:50:49,7
1,1,1,21:48:16,7
1,1,1,0:45:46,7
1,1,1,1:26:27,7
1,1,1,2:05:00,7
1,1,1,3:24:00,7
1,1,1,4:09:15,7
1,1,1,4:45:47,7
1,1,1,5:24:55,7
1,1,1,6:04:16,7
1,1,1,15:02:24,7
1,1,1,2:43:24,7
1,1,1,13:30:46,7
1,1,1,10:12:03,7
1,1,1,12:13:58,7
1,1,1,10:53:43,7
1,1,1,11:28:56,7
1,1,1,12:50:08,7
1,1,1,9:35:48,7
1,1,1,8:49:05,7
1,1,1,8:08:10,7
1,1,1,7:22:36,7
1,1,1,6:42:48,7
1,1,1,8:16:01,7
1,1,1,7:41:21,7
1,1,1,6:56:12,7
1,1,1,6:21:12,7
1,1,1,4:55:12,7
1,1,1,4:14:02,7
1,1,1,3:27:15,7
1,1,1,2:50:03,7
1,1,1,23:42:20,7
1,1,1,5:33:05,7
1,1,1,1:24:23,7
1,1,1,21:32:00,7
1,1,1,20:47:38,7
1,1,1,19:44:54,7
1,1,1,19:09:57,7
1,1,1,22:23:58,7
1,1,1,0:39:51,7
1,1,1,23:43:53,7
1,1,1,23:02:38,7
1,1,1,19:57:28,7
1,1,1,19:36:58,7
1,1,1,18:27:29,7
1,1,1,17:44:26,7
1,1,1,17:04:19,7
1,1,1,16:22:59,7
1,1,1,14:20:44,7
1,1,1,13:38:21,7
1,1,1,12:53:51,7
1,1,1,12:13:53,7
1,1,1,5:03:40,7
1,1,1,11:36:26,7
1,1,1,5:50:24,7
1,1,1,6:24:13,7
1,1,1,10:51:08,7
1,1,1,10:12:19,7
1,1,1,9:33:10,7
1,1,1,7:04:24,7
1,1,1,4:24:55,7
1,1,1,8:56:06,7
1,1,1,8:15:09,7
1,1,1,7:38:22,7
1,1,1,3:53:24,7
1,1,1,3:14:57,7
1,1,1,2:31:31,7
1,1,1,1:51:47,7
1,1,1,0:30:47,7
1,1,1,1:08:43,7
1,1,1,16:42:15,7
1,1,1,17:10:05,7
1,1,1,18:21:34,7
1,1,1,18:36:45,7
1,1,1,19:17:29,7
1,1,1,20:22:56,7
1,1,1,21:35:28,7
1,1,1,21:03:40,7
1,1,1,22:21:19,7
1,1,1,23:05:22,7
1,1,1,23:59:19,7
1,1,1,1:28:57,7
1,1,1,9:37:01,7
1,1,1,8:14:09,7
1,1,1,8:47:38,7
1,1,1,7:32:02,7
1,1,1,7:01:19,7
1,1,1,6:08:15,7
1,1,1,5:31:15,7
1,1,1,4:49:34,7
1,1,1,4:12:14,7
1,1,1,3:24:44,7
1,1,1,1:01:53,7
1,1,1,10:13:02,7
1,1,1,10:54:08,7
1,1,1,18:50:58,7
1,1,1,19:26:19,7
1,1,1,20:18:26,7
1,1,1,21:05:04,7
1,1,1,0:07:26,7
1,1,1,17:53:16,7
1,1,1,17:09:37,7
1,1,1,16:24:41,7
1,1,1,11:38:31,7
1,1,1,12:06:43,7
1,1,1,12:52:42,7
1,1,1,13:45:57,7
1,1,1,14:07:04,7
1,1,1,14:57:29,7
1,1,1,10:03:37,6
1,1,1,10:41:25,6
1,1,1,9:22:37,6
1,1,1,8:36:37,6
1,1,1,7:53:56,6
1,1,1,0:09:06,6
1,1,1,4:11:30,6
1,1,1,11:25:34,6
1,1,1,4:59:24,6
1,1,1,7:15:12,6
1,1,1,3:27:37,6
1,1,1,12:11:37,6
1,1,1,12:57:37,6
1,1,1,13:37:08,6
1,1,1,22:39:27,6
1,1,1,21:54:23,6
1,1,1,21:10:03,6
1,1,1,20:25:50,6
1,1,1,19:50:34,6
1,1,1,18:24:45,6
1,1,1,16:59:13,6
1,1,1,16:22:52,6
1,1,1,15:43:40,6
1,1,1,14:58:00,6
1,1,1,14:17:27,6
1,1,1,17:44:34,6
1,1,1,23:21:30,6
1,1,1,0:07:27,6
1,1,1,22:36:31,6
1,1,1,18:27:15,6
1,1,1,21:25:25,6
1,1,1,19:05:47,6
1,1,1,20:45:08,6
1,1,1,22:11:37,6
1,1,1,11:41:27,6
1,1,1,17:42:25,6
1,1,1,17:08:00,6
1,1,1,16:26:12,6
1,1,1,15:42:12,6
1,1,1,15:03:29,6
1,1,1,14:21:57,6
1,1,1,13:41:51,6
1,1,1,12:59:50,6
1,1,1,12:15:32,6
1,1,1,2:53:13,6
1,1,1,13:40:45,6
1,1,1,0:02:18,6
1,1,1,15:06:35,6
1,1,1,2:06:05,6
1,1,1,1:24:28,6
1,1,1,23:24:53,6
1,1,1,23:53:32,6
1,1,1,23:16:18,6
1,1,1,0:46:17,6
1,1,1,21:51:59,6
1,1,1,21:07:38,6
1,1,1,20:25:56,6
1,1,1,19:45:56,6
1,1,1,19:04:44,6
1,1,1,18:24:47,6
1,1,1,17:36:03,6
1,1,1,17:57:25,6
1,1,1,14:21:37,6
1,1,1,14:47:35,6
1,1,1,11:02:59,6
1,1,1,13:19:22,6
1,1,1,10:16:53,6
1,1,1,15:29:19,6
1,1,1,14:02:56,6
1,1,1,12:32:18,6
1,1,1,11:49:55,6
1,1,1,14:04:37,6
1,1,1,7:19:21,6
1,1,1,7:56:16,6
1,1,1,9:09:33,6
1,1,1,10:33:28,6
1,1,1,11:58:20,6
1,1,1,18:14:18,6
1,1,1,17:30:34,6
1,1,1,12:40:25,6
1,1,1,13:20:12,6
1,1,1,9:53:04,6
1,1,1,21:27:30,6
1,1,1,4:44:05,6
1,1,1,6:01:07,6
1,1,1,0:05:28,6
1,1,1,22:40:06,6
1,1,1,22:01:44,6
1,1,1,20:47:19,6
1,1,1,20:10:29,6
1,1,1,19:34:30,6
1,1,1,6:45:40,6
1,1,1,0:44:41,6
1,1,1,1:28:46,6
1,1,1,2:06:50,6
1,1,1,2:45:57,6
1,1,1,5:19:38,6
1,1,1,2:00:22,6
1,1,1,0:39:12,6
1,1,1,1:23:28,6
1,1,1,1:16:46,6
1,1,1,16:58:35,6
1,1,1,17:44:36,6
1,1,1,18:31:12,6
1,1,1,16:56:17,6
1,1,1,23:30:37,6
1,1,1,12:37:12,6
1,1,1,11:46:33,6
1,1,1,11:08:49,6
1,1,1,10:33:03,6
1,1,1,9:34:22,6
1,1,1,13:20:23,6
1,1,1,19:08:11,6
1,1,1,14:07:47,6
1,1,1,14:45:09,6
1,1,1,22:47:26,6
1,1,1,22:04:49,6
1,1,1,20:36:04,6
1,1,1,19:55:10,6
1,1,1,0:14:08,6
1,1,1,7:26:13,6
1,1,1,2:43:43,6
1,1,1,7:57:52,6
1,1,1,1:56:58,6
1,1,1,1:15:41,6
1,1,1,4:06:50,6
1,1,1,4:48:44,6
1,1,1,5:32:03,6
1,1,1,3:24:30,6
1,1,1,6:34:28,6
1,1,1,5:58:30,6
1,1,1,7:17:17,6
1,1,1,11:18:08,6
1,1,1,10:35:52,6
1,1,1,9:54:55,6
1,1,1,9:15:02,6
1,1,1,8:43:27,6
1,1,1,13:55:34,6
1,1,1,16:00:39,6
1,1,1,0:03:18,6
1,1,1,23:28:24,6
1,1,1,22:44:25,6
1,1,1,22:07:42,6
1,1,1,21:31:09,6
1,1,1,20:46:49,6
1,1,1,20:04:13,6
1,1,1,19:35:43,6
1,1,1,18:50:13,6
1,1,1,17:23:05,6
1,1,1,14:39:34,6
1,1,1,18:06:50,6
1,1,1,15:20:10,6
1,1,1,16:44:47,6
1,1,1,19:19:52,6
1,1,1,23:50:39,6
1,1,1,23:12:36,6
1,1,1,22:24:53,6
1,1,1,1:01:49,6
1,1,1,1:46:37,6
1,1,1,2:26:32,6
1,1,1,3:13:26,6
1,1,1,5:20:33,6
1,1,1,6:03:33,6
1,1,1,6:45:43,6
1,1,1,7:25:44,6
1,1,1,8:02:10,6
1,1,1,8:45:20,6
1,1,1,9:28:27,6
1,1,1,10:52:50,6
1,1,1,11:31:24,6
1,1,1,12:15:27,6
1,1,1,12:58:31,6
1,1,1,14:25:20,6
1,1,1,20:20:37,6
1,1,1,20:58:58,6
1,1,1,16:30:46,6
1,1,1,13:49:37,6
1,1,1,21:41:26,6
1,1,1,15:47:43,6
1,1,1,15:05:13,6
1,1,1,1:37:01,6
1,1,1,2:16:52,6
1,1,1,3:40:02,6
1,1,1,4:17:50,6
1,1,1,4:58:09,6
1,1,1,6:56:47,6
1,1,1,0:53:21,6
1,1,1,6:20:04,6
1,1,1,5:37:33,6
1,1,1,20:46:10,6
1,1,1,0:06:29,6
1,1,1,23:28:38,6
1,1,1,22:48:07,6
1,1,1,18:42:27,6
1,1,1,18:53:22,6
1,1,1,19:31:39,6
1,1,1,20:06:31,6
1,1,1,21:25:14,6
1,1,1,0:42:58,6
1,1,1,6:46:48,6
1,1,1,7:27:00,6
1,1,1,2:39:06,6
1,1,1,3:17:54,6
1,1,1,4:03:47,6
1,1,1,4:51:21,6
1,1,1,5:29:24,6
1,1,1,6:08:03,6
1,1,1,8:15:03,6
1,1,1,1:21:07,6
1,1,1,2:09:22,6
1,1,1,10:16:09,6
1,1,1,10:54:45,6
1,1,1,11:24:52,6
1,1,1,9:32:41,6
1,1,1,8:52:57,6
1,1,1,12:52:15,6
1,1,1,22:17:57,6
1,1,1,12:17:06,6
1,1,1,13:30:55,6
1,1,1,14:14:01,6
1,1,1,14:47:24,6
1,1,1,15:25:13,6
1,1,1,19:29:19,6
1,1,1,23:37:55,6
1,1,1,22:59:39,6
1,1,1,21:32:25,6
1,1,1,20:02:03,6
1,1,1,20:51:22,6
1,1,1,16:28:01,6
1,1,1,23:07:46,6
1,1,1,19:38:18,6
1,1,1,18:42:53,6
1,1,1,8:54:42,6
1,1,1,8:08:00,6
1,1,1,14:12:34,6
1,1,1,13:21:16,6
1,1,1,12:39:08,6
1,1,1,0:26:00,6
1,1,1,7:42:35,6
1,1,1,17:57:05,6
1,1,1,0:18:06,6
1,1,1,3:40:38,6
1,1,1,17:13:11,6
1,1,1,11:50:40,6
1,1,1,10:20:43,6
1,1,1,11:15:52,6
1,1,1,9:39:18,6
1,1,1,6:37:39,6
1,1,1,13:58:17,6
1,1,1,13:19:19,6
1,1,1,11:58:11,6
1,1,1,11:21:18,6
1,1,1,10:42:14,6
1,1,1,10:04:02,6
1,1,1,8:35:01,6
1,1,1,19:36:39,6
1,1,1,0:28:07,6
1,1,1,1:54:36,6
1,1,1,2:38:06,6
1,1,1,7:55:34,6
1,1,1,4:02:00,6
1,1,1,5:18:56,6
1,1,1,7:12:58,6
1,1,1,3:25:04,6
1,1,1,16:47:19,6
1,1,1,17:28:28,6
1,1,1,16:14:06,6
1,1,1,15:22:32,6
1,1,1,14:40:24,6
1,1,1,20:18:19,6
1,1,1,18:54:19,6
1,1,1,18:10:54,6
1,1,1,21:00:54,6
1,1,1,22:29:34,6
1,1,1,23:15:29,6
1,1,1,23:57:46,6
1,1,1,10:26:47,6
1,1,1,11:16:39,6
1,1,1,12:04:28,6
1,1,1,14:09:13,6
1,1,1,1:32:55,6
1,1,1,0:49:28,6
1,1,1,2:53:24,6
1,1,1,3:31:55,6
1,1,1,10:12:32,6
1,1,1,12:49:15,6
1,1,1,8:54:58,6
1,1,1,7:35:03,6
1,1,1,6:55:52,6
1,1,1,5:34:42,6
1,1,1,4:55:41,6
1,1,1,4:14:18,6
1,1,1,2:13:22,6
1,1,1,19:48:35,6
1,1,1,22:07:20,6
1,1,1,23:01:44,6
1,1,1,15:35:10,6
1,1,1,17:42:20,6
1,1,1,18:24:52,6
1,1,1,16:19:24,6
1,1,1,16:59:42,6
1,1,1,8:39:05,6
1,1,1,5:54:28,6
1,1,1,6:35:22,6
1,1,1,1:20:27,6
1,1,1,13:51:06,6
1,1,1,20:34:31,6
1,1,1,14:38:49,6
1,1,1,13:04:33,6
1,1,1,9:30:47,6
1,1,1,6:26:09,6
1,1,1,3:33:23,6
1,1,1,17:04:17,6
1,1,1,22:25:00,6
1,1,1,16:17:58,6
1,1,1,5:44:16,6
1,1,1,4:58:40,6
1,1,1,15:31:57,6
1,1,1,4:11:22,6
1,1,1,19:38:48,6
1,1,1,3:44:23,6
1,1,1,7:13:05,6
1,1,1,18:52:17,6
1,1,1,10:16:25,6
1,1,1,11:40:40,6
1,1,1,12:25:48,6
1,1,1,23:20:31,6
1,1,1,0:08:43,6
1,1,1,8:42:37,6
1,1,1,21:32:57,6
1,1,1,17:59:27,6
1,1,1,10:08:14,6
1,1,1,10:06:04,6
1,1,1,11:11:02,6
1,1,1,15:23:45,6
1,1,1,13:39:18,6
1,1,1,9:11:13,6
1,1,1,12:01:51,6
1,1,1,17:07:01,6
1,1,1,18:04:03,6
1,1,1,18:56:16,6
1,1,1,19:46:55,6
1,1,1,16:09:42,6
1,1,1,14:29:16,6
1,1,1,12:39:28,6
1,1,1,5:11:01,6
1,1,1,7:31:17,6
1,1,1,0:50:46,6
1,1,1,15:54:59,6
1,1,1,6:38:19,6
1,1,1,1:36:05,6
1,1,1,16:35:19,6
1,1,1,11:49:04,6
1,1,1,23:13:38,6
1,1,1,12:26:23,6
1,1,1,15:41:46,6
1,1,1,14:43:02,6
1,1,1,21:11:21,6
1,1,1,21:44:07,6
1,1,1,22:31:16,6
1,1,1,23:09:18,6
1,1,1,23:58:45,6
1,1,1,20:29:31,6
1,1,1,18:50:06,6
1,1,1,19:31:08,6
1,1,1,18:07:00,6
1,1,1,17:27:23,6
1,1,1,16:49:35,6
1,1,1,16:16:49,6
1,1,1,15:23:57,6
1,1,1,10:29:58,6
1,1,1,5:40:29,6
1,1,1,13:56:58,6
1,1,1,4:57:47,6
1,1,1,4:10:55,6
1,1,1,3:26:44,6
1,1,1,1:55:41,6
1,1,1,0:56:36,6
1,1,1,7:40:15,6
1,1,1,8:22:01,6
1,1,1,9:02:48,6
1,1,1,10:32:17,6
1,1,1,11:09:45,6
1,1,1,11:56:09,6
1,1,1,12:44:00,6
1,1,1,13:14:26,6
1,1,1,2:43:47,6
1,1,1,4:23:37,6
1,1,1,7:26:31,6
1,1,1,0:17:53,6
1,1,1,23:57:12,6
1,1,1,23:12:50,6
1,1,1,21:53:18,6
1,1,1,21:17:18,6
1,1,1,19:46:50,6
1,1,1,19:09:12,6
1,1,1,18:28:58,6
1,1,1,17:48:47,6
1,1,1,17:08:27,6
1,1,1,16:27:41,6
1,1,1,15:51:42,6
1,1,1,15:04:46,6
1,1,1,14:24:27,6
1,1,1,13:47:00,6
1,1,1,13:04:07,6
1,1,1,12:22:07,6
1,1,1,11:44:38,6
1,1,1,10:59:44,6
1,1,1,10:20:18,6
1,1,1,9:40:19,6
1,1,1,8:57:59,6
1,1,1,7:08:25,6
1,1,1,8:15:06,6
1,1,1,2:23:21,6
1,1,1,3:14:25,6
1,1,1,1:39:18,6
1,1,1,21:48:54,6
1,1,1,21:08:56,6
1,1,1,20:26:45,6
1,1,1,17:50:30,6
1,1,1,19:08:18,6
1,1,1,18:44:14,6
1,1,1,17:03:28,6
1,1,1,23:11:17,6
1,1,1,19:48:59,6
1,1,1,23:47:31,6
1,1,1,16:37:04,6
1,1,1,21:42:12,6
1,1,1,23:49:03,6
1,1,1,23:08:03,6
1,1,1,22:29:31,6
1,1,1,11:08:08,6
1,1,1,11:49:37,6
1,1,1,10:31:08,6
1,1,1,21:01:20,6
1,1,1,9:50:43,6
1,1,1,9:10:39,6
1,1,1,15:23:12,6
1,1,1,18:46:49,6
1,1,1,0:28:17,6
1,1,1,12:34:30,6
1,1,1,13:01:34,6
1,1,1,13:55:20,6
1,1,1,14:46:11,6
1,1,1,16:06:27,6
1,1,1,3:07:02,6
1,1,1,16:39:43,6
1,1,1,19:25:50,6
1,1,1,3:34:13,6
1,1,1,4:28:49,6
1,1,1,3:43:45,6
1,1,1,8:32:52,6
1,1,1,7:44:45,6
1,1,1,7:04:48,6
1,1,1,6:59:36,6
1,1,1,5:13:26,6
1,1,1,12:53:49,6
1,1,1,7:32:25,6
1,1,1,6:58:33,6
1,1,1,8:44:20,6
1,1,1,8:05:00,6
1,1,1,9:20:24,6
1,1,1,6:16:22,6
1,1,1,5:33:30,6
1,1,1,12:47:40,6
1,1,1,4:22:23,6
1,1,1,10:00:44,6
1,1,1,10:42:31,6
1,1,1,11:23:45,6
1,1,1,5:04:00,6
1,1,1,3:45:14,6
1,1,1,3:06:01,6
1,1,1,2:25:40,6
1,1,1,1:44:57,6
1,1,1,1:04:57,6
1,1,1,14:50:48,6
1,1,1,15:26:41,6
1,1,1,16:09:18,6
1,1,1,16:48:49,6
1,1,1,17:25:30,6
1,1,1,18:01:46,6
1,1,1,18:41:52,6
1,1,1,19:23:05,6
1,1,1,20:43:10,6
1,1,1,21:21:19,6
1,1,1,22:00:41,6
1,1,1,22:39:12,6
1,1,1,23:25:58,6
1,1,1,0:02:44,6
1,1,1,20:03:45,6
1,1,1,14:05:15,6
