antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'C, %_Low'})","frozenset({'metal_residue_grab1, tonn_0.4'})",0.3385033856125933,0.9993633890850165,0.3385033856125933,1.0,1.0006370164466063,1.0,0.00021549495003980734,inf,0.0009623797025370032,0.33871901783646047,1.0,0.6693595089182303
"frozenset({'C, %_Low'})",frozenset({'kind_B 789/BC'}),0.3385033856125933,0.9997106314022802,0.3385033856125933,1.0,1.000289452356142,1.0,9.795225001812957e-05,inf,0.0004374453193351592,0.338601366215121,1.0,0.6693006831075605
"frozenset({'C, %_Low'})","frozenset({'slag_weight_close_grab1, tonn_1.8'})",0.3385033856125933,1.0,0.3385033856125933,1.0,1.0,1.0,0.0,inf,0.0,0.33850338561259335,0.0,0.6692516928062966
"frozenset({'C, %_Low'})",frozenset({'alloy_type_open'}),0.3385033856125933,0.989698477921176,0.33022744371780777,0.9755513763036417,0.9857056447664245,1.0,-0.004788841794140741,0.42135386460868224,-0.02145219559889201,0.33089770354906056,-1.3733020721875075,0.6546080371372603
"frozenset({'C, %_Low'})","frozenset({'residuals_grab2, tonn_4.0'})",0.3385033856125933,0.9745355634006597,0.3244400717634122,0.9584544366558386,0.9834986763451652,1.0,-0.005443515847587177,0.6129279410269192,-0.0247365609386419,0.3281817117433556,-0.6315131568721892,0.6456860341720906
"frozenset({'C, %_Low'})",frozenset({'doc_requirement_DOC 34028-2016'}),0.3385033856125933,0.7953006539730308,0.2519243011748365,0.7442297828688665,0.9357841957641643,1.0,-0.01728766277494398,0.800325183764534,-0.09398802660654544,0.2856674104213151,-0.24949210681618747,0.5304979506688969
"frozenset({'C, %_Low'})","frozenset({'alloy_speed, meter/minute_2.0'})",0.3385033856125933,0.8727935644423868,0.30435789108165984,0.8991280560779622,1.0301726464406278,1.0,0.008914314577028792,1.261068545044883,0.044276752913016616,0.335588028843086,0.20702169288949418,0.6239224923317999
"frozenset({'C, %_Low'})","frozenset({'crystallizer_movement, mm_Low'})",0.3385033856125933,0.6223161062561491,0.2191677759129579,0.6474611044623012,1.040405507672659,1.0,0.008511667024005104,1.0713254580542113,0.05870975924682251,0.29551307062036675,0.06657683481521645,0.4998209456097426
"frozenset({'C, %_Low'})",frozenset({'workpiece_slice_geometry_180x180'}),0.3385033856125933,0.8681057931593263,0.29799178193182474,0.8803214224653787,1.0140715905852853,1.0,0.00413503187748715,1.1020703083015717,0.02097717247375549,0.3279617834394904,0.09261687528709024,0.6117940445660227
"frozenset({'C, %_Low'})",frozenset({'steel_type_Arm500'}),0.3385033856125933,0.7896869031772672,0.2471786561722322,0.7302102923576681,0.9246833009635872,1.0,-0.020133034127196886,0.77954455216487,-0.10963263903902844,0.28056230703540697,-0.28280031875394956,0.5216093601766354
"frozenset({'C, %_Low'})","frozenset({'Nb, %_Low'})",0.3385033856125933,0.5151339776607442,0.19115689565368366,0.5647119165669345,1.0962428048938393,1.0,0.01678230017143975,1.1138968439364914,0.1327192411575259,0.2885472176116013,0.10225080047267399,0.46789690873847234
"frozenset({'C, %_Low', 'kind_B 789/BC'})","frozenset({'metal_residue_grab1, tonn_0.4'})",0.3385033856125933,0.9993633890850165,0.3385033856125933,1.0,1.0006370164466063,1.0,0.00021549495003980734,inf,0.0009623797025370032,0.33871901783646047,1.0,0.6693595089182303
"frozenset({'metal_residue_grab1, tonn_0.4', 'C, %_Low'})",frozenset({'kind_B 789/BC'}),0.3385033856125933,0.9997106314022802,0.3385033856125933,1.0,1.000289452356142,1.0,9.795225001812957e-05,inf,0.0004374453193351592,0.338601366215121,1.0,0.6693006831075605
"frozenset({'C, %_Low'})","frozenset({'metal_residue_grab1, tonn_0.4', 'kind_B 789/BC'})",0.3385033856125933,0.9990740204872968,0.3385033856125933,1.0,1.0009268377454672,1.0,0.0003134472000579369,inf,0.0013998250218721624,0.3388171233273474,1.0,0.6694085616636738
"frozenset({'C, %_Low', 'kind_B 789/BC'})","frozenset({'slag_weight_close_grab1, tonn_1.8'})",0.3385033856125933,1.0,0.3385033856125933,1.0,1.0,1.0,0.0,inf,0.0,0.33850338561259335,0.0,0.6692516928062966
"frozenset({'C, %_Low', 'slag_weight_close_grab1, tonn_1.8'})",frozenset({'kind_B 789/BC'}),0.3385033856125933,0.9997106314022802,0.3385033856125933,1.0,1.000289452356142,1.0,9.795225001812957e-05,inf,0.0004374453193351592,0.338601366215121,1.0,0.6693006831075605
"frozenset({'C, %_Low'})","frozenset({'kind_B 789/BC', 'slag_weight_close_grab1, tonn_1.8'})",0.3385033856125933,0.9997106314022802,0.3385033856125933,1.0,1.000289452356142,1.0,9.795225001812957e-05,inf,0.0004374453193351592,0.338601366215121,1.0,0.6693006831075605
