anomaly_label,anomaly_score,is_anomaly,RUL,RUL_class
1,0.09118006918734461,0,10977.0,Healthy
1,0.07922741039798042,0,4503.0,Healthy
1,0.023036247233311602,0,1994.0,Healthy
1,0.024907743839578667,0,1969.0,Healthy
1,0.035272025978870136,0,1945.0,Healthy
1,0.035542810075170794,0,1920.0,Healthy
1,0.05682807697838532,0,1892.0,Healthy
1,0.08699886359992759,0,1865.0,Healthy
1,0.1106588275287308,0,1813.0,Healthy
1,0.08421238155690619,0,1788.0,Healthy
1,0.06495432890718944,0,1760.0,Healthy
1,0.06305180249212095,0,1736.0,Healthy
1,0.0416598405426028,0,1708.0,Healthy
1,0.0792564768288106,0,1684.0,Healthy
1,0.07179660625919904,0,1656.0,Healthy
1,0.027312420376079227,0,6555.0,Healthy
1,0.028362706646205604,0,6529.0,Healthy
1,0.014211138549273528,0,2020.0,Healthy
1,0.03838978129379167,0,2046.0,Healthy
-1,-0.031047638670330335,1,2071.0,Healthy
1,0.004031065614537921,0,2101.0,Healthy
1,0.07782521480972093,0,7273.0,Healthy
1,0.07182744600955121,0,7245.0,Healthy
1,0.07896182426414977,0,7218.0,Healthy
1,0.11791713826830819,0,7187.0,Healthy
1,0.0761251165419447,0,7159.0,Healthy
-1,-0.011277920493912297,1,7132.0,Healthy
-1,-0.062038312244219296,1,6750.0,Healthy
1,0.03904627424586904,0,6500.0,Healthy
-1,-0.01494943295476403,1,6723.0,Healthy
1,0.0070475694579847925,0,6666.0,Healthy
-1,-0.030976763791243367,1,6635.0,Healthy
1,0.04110624702071869,0,6608.0,Healthy
1,0.01810935484352888,0,6582.0,Healthy
-1,-0.0683237053544633,1,2183.0,Healthy
-1,-0.019727474425646263,1,2157.0,Healthy
1,0.0021814483718923805,0,2130.0,Healthy
