PC1,PC2,RUL,RUL_class
1.292439138070971,0.5940239583979515,9230.0,Healthy
1.7806145360811738,0.1012748301009229,9421.0,Healthy
2.2958889132339624,1.0285702467127933,9209.0,Healthy
1.3896739637002047,-0.14454704971189397,326.0,Low
1.9335844673710363,-0.029548333036045035,261.0,Low
1.6275149252311545,0.6991717237629834,13092.0,Healthy
-0.1956051541616214,-0.11320100036861543,13120.0,Healthy
0.5516252659549509,0.4261102187124608,13145.0,Healthy
1.1965968266191567,0.9197454208899551,13169.0,Healthy
2.295897075463959,1.0286130770796127,13197.0,Healthy
1.2924473998403583,0.5940673110863175,13224.0,Healthy
2.36237464156851,0.05852768522674272,292.0,Low
1.149960310248558,0.6889080399705834,0.0,Critical
1.9166939984997438,0.7613144495827273,61.0,Critical
1.471617031949669,0.30747030495070143,95.0,Critical
1.4861436080120256,0.021661412311850706,129.0,Critical
1.7804029485173916,0.10016454860007805,163.0,Low
1.866261849652286,0.03479205009956191,194.0,Low
1.647909064565258,-0.16820143725640982,227.0,Low
1.409972281137534,-0.12634192840760325,31.0,Critical
1.196588714158855,0.919702851683909,9184.0,Healthy
1.1501718480426453,0.690018060310655,9255.0,Healthy
-0.19561336616131342,-0.11324409189620817,9129.0,Healthy
1.4864139569958263,0.023080037632359447,0.0,Critical
0.5516171037249539,0.42606738834564134,9157.0,Healthy
1.9169654755966337,0.7627389945474305,0.0,Critical
1.4102442559313748,-0.12491477183516704,0.0,Critical
1.1502327993292483,0.6903378952043436,0.0,Critical
1.292348955383444,0.5935507350767508,484.0,Medium
1.866531120292693,0.03620501693664938,0.0,Critical
2.2957986310070453,1.028096501070046,457.0,Medium
0.5515268214980366,0.4255936427028941,405.0,Medium
-0.19570364838823073,-0.11371783753895538,377.0,Low
1.6274164807742402,0.6986551477534167,352.0,Low
1.7957772062856403,0.6517049577017361,325.0,Low
2.2542339048333258,0.7744726153556314,297.0,Low
1.797392039488797,0.32345133128407794,270.0,Low
1.1964983821622424,0.9192288448803885,429.0,Medium
1.648177787739019,-0.16679134318782854,0.0,Critical
1.4718879449900144,0.3088918900933075,0.0,Critical
1.154417382112112,0.5708740811806846,8739.0,Healthy
1.6275067132314625,0.6991286322353907,9101.0,Healthy
1.7958674387428624,0.65217844218371,9074.0,Healthy
1.9338526264882525,-0.028141198789561003,0.0,Critical
1.7974822719460193,0.32392481576605187,9019.0,Healthy
1.4496785554040215,0.4706910222805199,8988.0,Healthy
1.4467350753306363,0.6927760226666116,8960.0,Healthy
1.1854773161201348,0.6762586090027536,8936.0,Healthy
2.2543243861390234,0.7749474056414718,9061.0,Healthy
1.7325123424642632,0.7574875877428818,8880.0,Healthy
1.3751561287283367,0.7145017050934732,8850.0,Healthy
1.3359905731565795,0.5862149989373482,8825.0,Healthy
1.9618421769649905,1.0249307472802887,8798.0,Healthy
1.596245981461772,0.6381392736451053,8767.0,Healthy
2.430187908706975,0.9162228430091133,8908.0,Healthy
1.3593525205696744,0.7133139367081978,4402.0,Healthy
1.2674326723355165,-2.1713321467609834,6095.0,Healthy
1.8111978547917327,0.992582980312726,4374.0,Healthy
2.528334242917687,2.107910078823372,4346.0,Healthy
1.8440483933247545,-4.3479105082348735,6233.0,Healthy
0.5937755686109778,-4.57860394711305,6209.0,Healthy
0.7390162756443986,-4.673211068366804,6180.0,Healthy
1.9206790607659971,-3.4674672475284845,6153.0,Healthy
1.3028722494757166,-3.038121722318938,6123.0,Healthy
0.8789507788275803,-3.476892896355379,6069.0,Healthy
0.7600452442965179,1.1237050568226512,12262.0,Healthy
0.6061646459037247,-3.3845795462735957,6016.0,Healthy
0.5937756017907746,-4.578603773005868,9521.0,Healthy
1.8440484265045511,-4.3479103341276915,9545.0,Healthy
2.5283077322600955,2.1077709671847997,6058.0,Healthy
1.811171294364446,0.9924436075133805,6083.0,Healthy
1.3593259103726925,0.7131743027480789,6108.0,Healthy
1.4196095064264314,0.6906045732860144,6135.0,Healthy
0.7390163088241953,-4.673210894259622,9492.0,Healthy
0.6598383983529112,1.0872833211640816,6160.0,Healthy
0.7600028736960865,1.1234827219509909,6212.0,Healthy
1.0802205227413637,1.3351915811072945,6237.0,Healthy
1.4196360668537182,0.6907439460853599,4426.0,Healthy
2.784639509740718,0.831568400716196,10756.0,Healthy
2.642876406256962,0.5818255935888454,10787.0,Healthy
3.936977977665486,1.1212609446415762,10814.0,Healthy
0.5725197190027647,1.339038589530856,6187.0,Healthy
1.9206790607659971,-3.4674672475284845,9463.0,Healthy
1.3028722328858182,-3.038121809372529,9432.0,Healthy
1.2674327221052117,-2.1713318856002104,9408.0,Healthy
2.7846823780381005,0.8317933471955894,9003.0,Healthy
2.642919208194751,0.5820501918538745,9030.0,Healthy
3.937020796193173,1.1214856299601963,9058.0,Healthy
3.375115663516456,0.5134156322722745,9083.0,Healthy
3.4113906139462573,0.38262942396176125,9110.0,Healthy
3.2267806530424767,0.7710779572605423,9135.0,Healthy
2.308321626094352,0.559676507497468,9162.0,Healthy
2.294544609759409,0.4145336899428319,9190.0,Healthy
2.5170901260831844,0.5710383544947386,9218.0,Healthy
