PC1,PC2,RUL,RUL_class
0.7550025087834636,-2.696872495945483,152.0,Low
0.24582307997016936,-1.1416491868577467,126.0,Critical
0.43767616478039106,-1.3287247526539772,101.0,Critical
0.5520998511462972,-1.1213901040909724,77.0,Critical
1.926348648388941,0.5814205720630268,53.0,Critical
1.4811343356046065,0.5362003814885051,28.0,Critical
0.3385162001967072,-1.1789882965632748,6008.0,Healthy
0.5633165577091526,-1.1052053629426903,5984.0,Healthy
0.6740070211547019,-0.97867692805986,258.0,Low
0.6740804812246743,-0.9782914547584847,5934.0,Healthy
0.43771218144974744,-1.3285357593077067,94195.0,Healthy
0.5521358512257551,-1.121201197798293,94170.0,Healthy
1.400316076051007,0.3523866975418066,94850.0,Healthy
2.302819425299513,0.637560502790822,94875.0,Healthy
1.4686984478371994,0.4488782728228676,311.0,Low
1.4811689587225,0.5363820623331236,339.0,Low
1.9263833212765296,0.5816025140684185,367.0,Low
0.5521345738035809,-1.1212079009248075,394.0,Low
0.24578615085640274,-1.1418429681515274,131.0,Critical
0.4376392190767261,-1.328918621001349,105.0,Critical
0.5520628722628355,-1.1215841465455265,79.0,Critical
1.9263116197357841,0.5812262684476993,52.0,Critical
2.3027470103931376,0.6371805138656857,818.0,Healthy
1.4002436113749366,0.3520064474558971,790.0,Medium
1.2968052247470738,0.23264343042551722,763.0,Medium
1.2129961312178157,0.25507934130613963,735.0,Medium
1.6847569764089168,0.34550849519593585,704.0,Medium
1.2491496178183632,0.5486724663180127,677.0,Medium
1.9263845821088055,0.5816091301413417,94142.0,Healthy
1.481170219554776,0.5363886784060469,94114.0,Healthy
1.4686997252593736,0.448884975949382,94087.0,Healthy
0.24585912981932254,-1.1414600194042939,94222.0,Healthy
0.7550385254528201,-2.696683502599212,94246.0,Healthy
0.7666015559524831,-1.2891462181055056,94273.0,Healthy
0.5956191171722365,-0.686948969639623,94291.0,Healthy
1.4811260904251178,0.5361571158537302,2766.0,Healthy
1.468655579539817,0.4486533263434742,2738.0,Healthy
1.2968776894231442,0.23302368051142675,94823.0,Healthy
1.213068595893886,0.25545959139204916,94795.0,Healthy
1.6848294410849871,0.34588874528184543,94764.0,Healthy
1.2492220824944336,0.5490527164039222,94737.0,Healthy
1.533722515931221,0.27634180633268574,94712.0,Healthy
1.8292648793965092,0.6711629518338499,94684.0,Healthy
1.9895313893903122,0.7814134472986641,94660.0,Healthy
1.5476946757902306,0.7243915180193692,94632.0,Healthy
1.9263404529791472,0.581377567589025,2794.0,Healthy
3.010334612763322,0.6169769057017735,94605.0,Healthy
1.9642018550479197,0.48186994403082395,94552.0,Healthy
1.8477321031704044,0.7404204365667693,94528.0,Healthy
1.2596009456437551,0.40825714032967997,94500.0,Healthy
1.4837519968102786,0.3295679709251637,94476.0,Healthy
0.5921890722495061,-1.1701835432151975,94449.0,Healthy
0.3385157356795529,-1.1789907340638255,94424.0,Healthy
0.5633160600122016,-1.1052079745504233,94398.0,Healthy
0.5737586502487589,-0.7093575571858589,94369.0,Healthy
0.6740799005782314,-0.9782945016341731,94343.0,Healthy
0.5508127054930182,-1.0511848797876049,94316.0,Healthy
2.1644422148370603,0.7548464099518986,94580.0,Healthy
0.5520917055061986,-1.1214328474042008,2821.0,Healthy
0.4376680523200892,-1.3287673218600233,2847.0,Healthy
0.24581498409976596,-1.1416916690102017,2873.0,Healthy
1.8291923815406421,0.6707825276407581,622.0,Medium
1.9894588251748515,0.7810326748912081,594.0,Medium
1.5476221115747701,0.724010745611913,566.0,Medium
3.0102620485478613,0.6165961332943174,539.0,Medium
2.1643696008519044,0.7544653763836692,511.0,Medium
1.9641292576526626,0.4814889975161856,484.0,Medium
1.8476593896458584,0.7400388806769932,453.0,Medium
1.2595282321192092,0.40787558443990396,425.0,Medium
1.4836792335160376,0.3291861538746144,398.0,Low
0.5921162757754684,-1.1705655343729289,369.0,Low
1.5336500014854557,0.27596129508600287,649.0,Medium
0.3384428728459217,-1.1793730734359213,340.0,Low
0.5736857874151278,-0.7097398965579548,285.0,Low
0.43771097038716666,-1.3285421142198568,423.0,Medium
1.4810972571817547,0.5360058167124044,24.0,Critical
1.4686268126560473,0.44850237541651283,0.0,Critical
0.4377127123264952,-1.3285329735927915,5783.0,Healthy
0.24585964410617187,-1.14145732074297,5809.0,Healthy
0.7550390895093645,-2.696680542777115,5836.0,Healthy
0.7666021531888244,-1.289143084176226,5865.0,Healthy
0.5956197475883744,-0.6869456616031614,5885.0,Healthy
0.5508133359091563,-1.0511815717511432,5910.0,Healthy
0.5632431971785704,-1.1055903139225192,314.0,Low
0.5737592143053035,-0.7093545973637617,5959.0,Healthy
2.3027758768162974,0.6373319871141937,3562.0,Healthy
1.2968340911702336,0.2327949036740251,3507.0,Healthy
0.7549944626827553,-2.696914716937165,2902.0,Healthy
0.7665574931824185,-1.2893774324434577,2929.0,Healthy
0.5955750875819684,-0.6871800098703932,2949.0,Healthy
0.5507687090825469,-1.051415745911193,2976.0,Healthy
0.6740359207576585,-0.97852528070417,3004.0,Healthy
0.5737146870180845,-0.7095882492022646,3031.0,Healthy
0.563272096781527,-1.105438666566829,3060.0,Healthy
0.3384717724488783,-1.1792214260802312,3086.0,Healthy
0.592145175378425,-1.170413887017239,3115.0,Healthy
1.4837080999391974,0.32933762712312237,3142.0,Healthy
1.4002724777980964,0.35215792070440505,3534.0,Healthy
1.2595571483120642,0.40802731884918514,3172.0,Healthy
1.964158057716229,0.4816401225503291,3224.0,Healthy
2.1643984672750647,0.7546168496321771,3255.0,Healthy
3.0102909149710215,0.6167476065428253,3283.0,Healthy
1.54765097799793,0.724162218860421,3310.0,Healthy
1.9894876915980113,0.7811841481397159,3338.0,Healthy
1.829221247963802,0.670934000889266,3366.0,Healthy
1.5336788679086157,0.2761127683345108,3393.0,Healthy
1.249178484241523,0.5488239395665205,3421.0,Healthy
1.6847858428320766,0.3456599684444438,3448.0,Healthy
1.2130249976409755,0.2552308145546475,3479.0,Healthy
1.8476882560690184,0.7401903539255011,3197.0,Healthy
0.2458579021668433,-1.1414664613700352,449.0,Medium
-6.0425236332034356,0.17068327431971558,7309.0,Healthy
-6.286772282162619,0.1208948283152454,6087.0,Healthy
-6.071345807189332,0.3089458621463462,3843.0,Healthy
-6.271361510738893,0.2859426345551031,3872.0,Healthy
-6.12696326202486,0.6783874774352031,4229.0,Healthy
-6.091690589405519,0.4773689836127365,4256.0,Healthy
-6.138749817701953,-0.34059399977372484,4011.0,Healthy
-6.047275038672506,-0.2653916548776504,4038.0,Healthy
-5.647688967525351,0.8007679424973287,3815.0,Healthy
-5.158184948355179,1.0514017231720267,4284.0,Healthy
-6.623057780618675,-0.017493649606822273,4340.0,Healthy
-5.432084343374989,-0.7919457186525984,4065.0,Healthy
-5.9794647719230305,0.7380401351600541,4095.0,Healthy
-5.351636482119821,0.39497374558863346,4479.0,Healthy
-5.893773896021758,0.48608902300762374,4515.0,Healthy
-6.301670578266534,0.4009354125040803,4542.0,Healthy
-5.363209302828673,-0.07327857152668768,4313.0,Healthy
-7.184188313216661,-0.06678885108821088,3708.0,Healthy
-5.6607076368010505,0.37946677274833873,3788.0,Healthy
-5.641652261081219,0.5493502818181925,269868.0,Healthy
-7.184177363883738,-0.06673139571808707,269127.0,Healthy
-6.28678955224682,0.1208042055269139,269184.0,Healthy
-5.922049427111924,0.2310790737454014,269322.0,Healthy
-6.042520995409594,0.17069711584069985,269377.0,Healthy
-6.4403978421062105,0.057862748782181964,269100.0,Healthy
-6.401538187137826,-0.012520401015130229,269156.0,Healthy
-6.091836805915418,0.2527653393109492,269841.0,Healthy
-6.303405163569638,0.3915392719556892,269350.0,Healthy
-6.200929390956607,0.5895647659331328,269539.0,Healthy
-5.981077152115844,0.1222399810468737,269593.0,Healthy
-6.343711399905125,0.002588250973080484,269786.0,Healthy
-5.928094116948911,0.13370868502174052,269566.0,Healthy
-6.196897042119821,0.06712193499846048,269623.0,Healthy
-5.709334163633471,0.355895908864544,269814.0,Healthy
-6.090034178926503,-0.10051966069947069,269402.0,Healthy
-6.3016597450629,0.40099225849906633,269954.0,Healthy
-6.286800534759539,0.12074657604960809,3763.0,Healthy
-6.042532011102111,0.17063931225621182,3954.0,Healthy
-6.138741472983074,-0.3405502118174033,7364.0,Healthy
-6.0472666939536275,-0.26534786692132883,7391.0,Healthy
-5.158176636816097,1.051445337021166,7635.0,Healthy
-5.3632010244693875,-0.0732351317847306,7662.0,Healthy
-6.62304950225939,-0.017450209864864966,7689.0,Healthy
-5.432075998656109,-0.7919019306962769,7418.0,Healthy
-6.091682277866437,0.47741259746187603,7607.0,Healthy
-5.979456427204152,0.7380839231163756,7448.0,Healthy
-5.893765800151353,0.4861315051600789,7853.0,Healthy
-6.3016624823961305,0.4009778946565354,7880.0,Healthy
-7.184179935317985,-0.06674488902470711,7063.0,Healthy
-6.286792123681066,0.12079071222029386,7120.0,Healthy
-5.922052015136069,0.23106549338519014,7257.0,Healthy
-6.440400413540458,0.057849255475561925,7036.0,Healthy
-5.351628319889824,0.39501657595545286,7821.0,Healthy
-5.92206044280444,0.23102127016091314,3899.0,Healthy
-6.1269549504857785,0.6784310912843424,7580.0,Healthy
-6.071337362931063,0.3089901724242144,7202.0,Healthy
-6.4404087914391335,0.05780529341205816,3681.0,Healthy
-6.401549153060646,-0.012577943438845036,3736.0,Healthy
-6.303416179262155,0.3914814683712012,3927.0,Healthy
-6.090045128259426,-0.10057711606959449,3983.0,Healthy
-6.20094034028953,0.589507310563009,4120.0,Healthy
-5.981088084858869,0.12218261273034112,4175.0,Healthy
-6.271353099660421,0.2859867707257891,7229.0,Healthy
-6.343722299468352,0.00253105676373002,4370.0,Healthy
-6.196908024632541,0.06706430552115467,4202.0,Healthy
-5.709345079786598,0.3558386276016025,4397.0,Healthy
-5.6416631606444465,0.5492930876088419,4452.0,Healthy
-6.091847722068544,0.2527080580480077,4424.0,Healthy
-5.660699192542782,0.37951108302620695,7147.0,Healthy
-5.64768053985698,0.8008121657216057,7173.0,Healthy
-5.928105033102037,0.13365140375879894,4149.0,Healthy
-6.401540741982174,-0.012533807268159043,7093.0,Healthy
-5.893763062818123,0.48614586900260987,269927.0,Healthy
-5.979453872359803,0.7380973293694044,269511.0,Healthy
-6.440397808926414,0.05786292288936419,5537.0,Healthy
-6.042520995409594,0.17069711584069985,5812.0,Healthy
-5.922049427111924,0.2310790737454014,5757.0,Healthy
-6.286789485887226,0.12080455374127835,5623.0,Healthy
-7.184177297524145,-0.06673104750372262,5566.0,Healthy
-6.3016597450629,0.40099225849906633,6389.0,Healthy
-6.401538153958029,-0.012520226907948002,5593.0,Healthy
-5.893763062818123,0.48614586900260987,6362.0,Healthy
-5.979453839180007,0.7380975034765866,5948.0,Healthy
-5.432073360862269,-0.7918880891752925,5921.0,Healthy
-6.6230468644655485,-0.017436368343880695,6192.0,Healthy
-5.363198403265446,-0.07322137731733733,6164.0,Healthy
-5.158174015612154,1.0514590914885593,6137.0,Healthy
-6.047264056159787,-0.26533402540034456,5894.0,Healthy
-5.351625648916186,0.3950305915836196,6326.0,Healthy
-5.363181166361041,-0.07313092863618806,6630.0,Healthy
-6.303405180159537,0.3915391849020982,5784.0,Healthy
-6.200929407546505,0.5895646788795418,5973.0,Healthy
-6.138721681234321,-0.340446356883225,6328.0,Healthy
-6.091662403168192,0.47751688766400957,6576.0,Healthy
-6.126935075787534,0.678535381486476,6549.0,Healthy
-6.271333324501566,0.2860905386063762,6192.0,Healthy
-6.0713176043621075,0.30909385325121025,6164.0,Healthy
-5.647660748108227,0.800916020655784,6137.0,Healthy
-6.090034145746706,-0.10051948659228868,5839.0,Healthy
-5.660679384204131,0.37961502501397626,6112.0,Healthy
-5.641652294261016,0.5493501077110102,6301.0,Healthy
-5.70933418022337,0.35589582181095286,6248.0,Healthy
-6.196897091889516,0.06712167383768725,6055.0,Healthy
-5.928094116948911,0.13370868502174052,6001.0,Healthy
-6.343711433084922,0.002588076865898257,6219.0,Healthy
-5.981077152115844,0.1222399810468737,6028.0,Healthy
-6.0918368390952145,0.2527651652037671,6274.0,Healthy
-5.351625615736389,0.3950307656908016,269893.0,Healthy
-6.623029627561145,-0.017345919662731427,6658.0,Healthy
-5.979436635455399,0.7381877780505537,6412.0,Healthy
-5.641635057356612,0.5494405563921595,6767.0,Healthy
-6.09181960219081,0.25285561388491634,6740.0,Healthy
-5.660696621108535,0.379524576332827,269211.0,Healthy
-5.647677951832835,0.8008257460818168,269238.0,Healthy
-6.071334791496816,0.3090036657308342,269266.0,Healthy
-6.271350528226174,0.28600026403240913,269293.0,Healthy
-5.709316943318965,0.35598627049210213,6714.0,Healthy
-6.126952312691938,0.6784449328053267,269648.0,Healthy
-6.138738884958928,-0.34053663145719226,269429.0,Healthy
-6.047264089339584,-0.26533419950752657,269457.0,Healthy
-5.158174015612154,1.0514590914885593,269702.0,Healthy
-5.363198353495751,-0.0732211161565641,269732.0,Healthy
-6.623046831285752,-0.01743619423669847,269759.0,Healthy
-5.432073394042066,-0.7918882632824747,269484.0,Healthy
-6.091679640072596,0.4774264389828603,269675.0,Healthy
-5.432056157137661,-0.7917978146013255,6385.0,Healthy
-6.196879854985112,0.06721212251883651,6521.0,Healthy
-6.343694196180517,0.002678525547047526,6685.0,Healthy
-6.138738851779132,-0.34053645735001004,5866.0,Healthy
-5.351608378831985,0.39512121437195086,6794.0,Healthy
-5.893746141121788,0.4862346636655283,6809.0,Healthy
-6.3016428233665644,0.4010810531619848,6836.0,Healthy
-7.184160027439944,-0.06664042471539135,6034.0,Healthy
-6.091679640072596,0.4774264389828603,6110.0,Healthy
-5.928076880044507,0.1337991337028898,6467.0,Healthy
-5.922032256567113,0.23116917421218622,6219.0,Healthy
-6.440380505662416,0.05795371978487791,6007.0,Healthy
-6.401520917053625,-0.012429778226798733,6059.0,Healthy
-6.303388009614726,0.39162928536888303,6246.0,Healthy
-6.0900169752018956,-0.10042938612550364,6301.0,Healthy
-6.200912170642101,0.589655127560691,6439.0,Healthy
-5.98105991521144,0.12233042972802297,6494.0,Healthy
-6.042503841454683,0.17078712925389367,6273.0,Healthy
-6.047246902204875,-0.26524401198715075,6355.0,Healthy
-6.303407751593784,0.3915256915954782,7285.0,Healthy
-6.200931962390854,0.5895512726265127,7475.0,Healthy
-6.071342008102606,0.3089657974187073,6672.0,Healthy
-6.271357695062268,0.28596265688105543,6702.0,Healthy
-6.126959446348236,0.6784074997611552,7059.0,Healthy
-6.091686773728894,0.4773890059386888,7086.0,Healthy
-6.138746051795023,-0.34057423860854596,6838.0,Healthy
-6.047271256175678,-0.26537180665888027,6866.0,Healthy
-5.158181099498758,1.051421919605161,7116.0,Healthy
-5.363205487152048,-0.07325854920073557,7143.0,Healthy
-6.623053931762254,-0.017473453173687717,7172.0,Healthy
-5.432080527698363,-0.7919256963266462,6895.0,Healthy
-5.979461006016101,0.738059896325233,6922.0,Healthy
-5.351632633263399,0.3949939420217678,7311.0,Healthy
-5.893770395553202,0.486107391315345,7326.0,Healthy
-6.301667077797978,0.4009537808118016,7353.0,Healthy
-7.184184597079427,-0.06676935108380523,6532.0,Healthy
-6.2867967522627115,0.12076642426837797,6591.0,Healthy
-5.922056627127816,0.23104129248686547,6729.0,Healthy
-6.090036783540547,-0.10053332811327295,7336.0,Healthy
-6.091843873212123,0.25272825448114206,7256.0,Healthy
-5.64165936155772,0.549313022881203,7281.0,Healthy
-5.709341230930176,0.35585882403473684,7229.0,Healthy
-6.196904175776119,0.067084501954289,7034.0,Healthy
-5.928101217425413,0.13367142608475105,6979.0,Healthy
-5.6476851518487265,0.8007879648232811,6645.0,Healthy
-6.3437184837917275,0.002551079089682238,7200.0,Healthy
-6.200936524612905,0.5895273328889613,6950.0,Healthy
-6.0900413457625975,-0.10055726785082439,6811.0,Healthy
-6.303412380175428,0.3915014036435623,6756.0,Healthy
-6.401545420333513,-0.012558356380848163,6561.0,Healthy
-6.440405091891797,0.057824706362872805,6504.0,Healthy
-6.042528195425486,0.17065933458216392,6784.0,Healthy
-5.981084252592345,0.12220272210988445,7006.0,Healthy
-5.660703821124426,0.37948679507429106,6618.0,Healthy
-5.158156778707751,1.0515495401697086,6603.0,Healthy
-6.126952312691938,0.6784449328053267,6083.0,Healthy
-5.709336834607108,0.3558818932363775,7744.0,Healthy
-6.27135046186658,0.28600061224677337,5732.0,Healthy
-6.0713347251372225,0.30900401394519866,5705.0,Healthy
-5.647677918653038,0.800825920188999,5675.0,Healthy
-5.660696554748942,0.3795249245471912,5650.0,Healthy
-6.1968996799136615,0.0671080934774762,7555.0,Healthy
-5.9280966883831585,0.13369519171512048,7502.0,Healthy
-6.343714070878762,0.002574235344913876,7716.0,Healthy
-5.981079756729888,0.12222631363307143,7527.0,Healthy
-6.091839510068851,0.25275114957560046,7769.0,Healthy
-5.64165499841445,0.5493359179756615,7794.0,Healthy
1.0879849613898622,-0.8135017425729922,7395.0,Healthy
0.3200306916191058,1.2223141322469133,7104.0,Healthy
0.2405766399107869,0.8858871502655373,7128.0,Healthy
1.0907079939052793,1.2133592455778746,7156.0,Healthy
0.1783148865018567,0.8903547382773751,7180.0,Healthy
0.12269921254070455,1.3216538287594115,7205.0,Healthy
-0.006019293134701823,0.8617672592039823,7233.0,Healthy
0.6518905458121667,0.9537036185011672,7257.0,Healthy
0.6290203464158438,0.8165544127615665,7285.0,Healthy
0.5013937339060038,1.0465286283091475,7312.0,Healthy
0.8511628031800279,0.8743348994313616,8316.0,Healthy
0.6769505619375783,1.3652972460660435,7591.0,Healthy
1.0574073612894084,1.6115414523096139,7564.0,Healthy
0.3395798517711589,1.3692993017491855,7533.0,Healthy
0.9439141995343631,1.584072304172184,7505.0,Healthy
0.7399055667580003,0.9700498914255462,7340.0,Healthy
0.20948108424450015,1.3630710529139303,7450.0,Healthy
0.5808488903652232,1.2099771098429284,7423.0,Healthy
0.5136037353959225,0.7671550913506062,7371.0,Healthy
0.4579381449544443,1.4606991402680174,7478.0,Healthy
0.5605864023616058,1.2322793251358246,5190.0,Healthy
0.6769510762244277,1.3652999447273677,9028.0,Healthy
0.6878206083682886,0.9541382189920851,8396.0,Healthy
0.560607206094159,1.2323884903390596,8423.0,Healthy
0.06261167320195944,1.1361654272947235,8451.0,Healthy
0.8608529428582121,1.0101127450693044,8481.0,Healthy
0.11226549134550204,0.9581571021817571,8506.0,Healthy
0.32003113954636164,1.222316482693873,8537.0,Healthy
0.24057713760773788,0.8858897618732702,8564.0,Healthy
1.0907084916022305,1.2133618571856075,8592.0,Healthy
0.17831545055840128,0.8903576980994724,8620.0,Healthy
0.12269980977704582,1.3216569626886912,8647.0,Healthy
-0.006018695898360552,0.8617703931332618,8675.0,Healthy
0.651891192818203,0.95370701359122,8702.0,Healthy
0.6290209934218801,0.8165578078516192,8730.0,Healthy
0.5013943975019385,1.0465321104527914,8758.0,Healthy
0.7399062137640366,0.970053286515599,8785.0,Healthy
0.5136043326322638,0.7671582252798858,8813.0,Healthy
1.0879856083958985,-0.8134983474829395,8840.0,Healthy
0.5808495373712597,1.2099805049329813,8868.0,Healthy
0.20948169807073977,1.3630742738968007,8893.0,Healthy
0.4579387587806839,1.460702361250888,8921.0,Healthy
0.9439147635909075,1.5840752639942812,8945.0,Healthy
0.3395804158277035,1.3693022615712829,8973.0,Healthy
1.0574078589863594,1.6115440639173466,9000.0,Healthy
0.11226509318794123,0.9581550128955708,7076.0,Healthy
0.8608524949309562,1.0101103946223449,7048.0,Healthy
0.7094499451769649,1.0251343913031543,6855.0,Healthy
0.5606068079365982,1.2323864010528733,6993.0,Healthy
0.45791778914914705,1.4605923255117421,5678.0,Healthy
0.2094607284392029,1.3629642381576548,5650.0,Healthy
0.5808285345599261,1.2098702950866531,5623.0,Healthy
1.087964605584565,-0.8136085573292676,5595.0,Healthy
0.5135833298209301,0.7670480154335575,5568.0,Healthy
0.7398852109527031,0.9699430766692708,5540.0,Healthy
0.5013734444603001,1.0464221617672365,5516.0,Healthy
0.6290000403802417,0.8164478591660644,5488.0,Healthy
0.6518702895462597,0.9535973260664384,5463.0,Healthy
0.9438938603189642,1.5839655764694995,5706.0,Healthy
-0.006039599170303925,0.8616607056084802,5436.0,Healthy
0.17829459705615294,0.8902482717354641,5384.0,Healthy
1.0906876878696772,1.2132526919823725,5359.0,Healthy
0.24055633387518469,0.8857805966700352,5331.0,Healthy
0.32001033581380856,1.2222073174906378,5304.0,Healthy
0.11224473738264398,0.9580481981392953,5276.0,Healthy
0.8608321557155574,1.0100036669196604,5249.0,Healthy
1.0130179932615675,1.2020575233626472,5101.0,Healthy
0.49804376473279277,1.4827513704480006,5132.0,Healthy
0.6877997548660404,0.9540287926280767,5160.0,Healthy
0.12267895627479748,1.3215475363246827,5411.0,Healthy
0.3395594461961666,1.3691922258321367,5730.0,Healthy
1.057386955714416,1.6114343763925651,5761.0,Healthy
0.6769301729524844,1.365190257202586,5789.0,Healthy
0.6878202102107278,0.9541361297058988,6966.0,Healthy
0.4980642200774803,1.4828587075258226,6938.0,Healthy
1.01303849837595,1.2021651216012426,6910.0,Healthy
0.851162355252772,0.8743325489844019,6883.0,Healthy
0.0625908694694063,1.1360562620914885,5218.0,Healthy
1.2055895290330414,1.0661098692758006,6828.0,Healthy
1.121757100603437,1.0849067205393386,6800.0,Healthy
-0.4199489630479485,0.6569690351950989,6769.0,Healthy
-0.4705113672504772,0.6508533952819381,6742.0,Healthy
-0.08977684080075969,0.7303432489164414,6714.0,Healthy
0.7094503931042209,1.0251367417501138,8288.0,Healthy
1.2055900267299924,1.0661124808835336,8264.0,Healthy
1.121757598300388,1.0849093321470715,8236.0,Healthy
-0.41994841558130236,0.656971907963605,8208.0,Healthy
-0.4705108695535261,0.650856006889671,8178.0,Healthy
-0.0897763431038087,0.7303458605241744,8150.0,Healthy
-0.08979749522422757,0.7302348671955263,4896.0,Healthy
-0.4199695677017212,0.656860914634957,4954.0,Healthy
1.121736446179969,1.0847983388184235,4982.0,Healthy
1.2055689077893703,1.0660016616620678,5012.0,Healthy
0.7094293902928873,1.0250265319037857,5043.0,Healthy
0.06261127504439863,1.1361633380085372,7021.0,Healthy
0.8511418003686944,0.8742246895850333,5071.0,Healthy
-0.4705320382638433,0.6507449265074319,4923.0,Healthy
1.013038946303206,1.202167472048202,8343.0,Healthy
0.8608902037699462,1.010308267434907,10977.0,Healthy
0.06264898388338848,1.1363612108210996,10950.0,Healthy
0.560644516775588,1.2325842738654356,10922.0,Healthy
0.6290582543336141,0.8167533302172221,8376.0,Healthy
0.6878579688194129,0.9543342636792344,10898.0,Healthy
0.651928453729937,0.9539025359568228,8348.0,Healthy
-0.005981385216931598,0.8619661766596378,8324.0,Healthy
0.1227371204584748,1.321852746215067,8296.0,Healthy
-0.08973903242237961,0.7305416440505503,272558.0,Healthy
-0.470473558872097,0.651051790416047,272586.0,Healthy
-0.4199111546695684,0.6571674303292078,272613.0,Healthy
1.121794908981817,1.0851051156734475,272644.0,Healthy
0.11230275225723599,0.9583526245473598,11002.0,Healthy
1.2056273374114215,1.0663082644099096,272672.0,Healthy
0.851200163631152,0.8745309441185108,272727.0,Healthy
1.0130763233442286,1.2023636037889425,272755.0,Healthy
0.4981020284558604,1.4830571026599317,272782.0,Healthy
0.6878580185891079,0.9543345248400077,272810.0,Healthy
0.5606446163149783,1.2325847961869822,272837.0,Healthy
0.06264908342277871,1.136361733142646,272865.0,Healthy
0.8608902701295396,1.0103086156492715,272890.0,Healthy
0.11230285179662622,0.9583531468689065,272917.0,Healthy
0.32006845022779074,1.222512266220249,272945.0,Healthy
0.24061444828916698,0.8860855453996462,272972.0,Healthy
1.0862167600292636,1.1897920103426363,0.0,Critical
0.17835276123983038,0.8905534816258485,273028.0,Healthy
0.709487753555345,1.0253327864372632,272699.0,Healthy
0.32006835068840056,1.2225117438987023,11030.0,Healthy
0.24061439851947183,0.886085284238873,11060.0,Healthy
1.0907457525139643,1.2135573795512102,11088.0,Healthy
0.5014316086439774,1.0467273716576209,8401.0,Healthy
0.7399434249060756,0.9702485477204285,8428.0,Healthy
0.5136415437743026,0.7673534864847151,8456.0,Healthy
1.0880228195379376,-0.81330308627811,8483.0,Healthy
0.5808273898569387,1.2098642883888673,4933.0,Healthy
0.209459650095809,1.3629585796742334,4964.0,Healthy
0.4579166942158548,1.4605865799747297,4991.0,Healthy
0.9438927653856719,1.5839598309324872,5019.0,Healthy
0.33955841762246775,1.3691868285094888,5047.0,Healthy
1.0573858607811237,1.6114286308555528,5074.0,Healthy
0.6769290780191921,1.3651845116655736,5102.0,Healthy
0.6769300568231957,1.3651896478274483,8011.0,Healthy
1.0573868395851274,1.6114337670174275,7983.0,Healthy
0.33955937983657314,1.3691918776177725,7955.0,Healthy
0.9438937441896755,1.5839649670943619,7928.0,Healthy
0.45791772278955367,1.4605919772973777,7903.0,Healthy
0.2094606123099144,1.362963628782517,7872.0,Healthy
0.5808284682003326,1.2098699468722887,7848.0,Healthy
1.0880228195379376,-0.81330308627811,11333.0,Healthy
0.5136415437743026,0.7673534864847151,11306.0,Healthy
0.7399434249060756,0.9702485477204285,11278.0,Healthy
0.5014316584136724,1.046727632818394,11254.0,Healthy
0.6290582543336141,0.8167533302172221,11226.0,Healthy
0.651928453729937,0.9539025359568228,11198.0,Healthy
-0.00598143498662663,0.8619659154988646,11171.0,Healthy
0.12273707068877977,1.3218524850542939,11143.0,Healthy
0.17835271147013523,0.8905532204650751,11116.0,Healthy
-0.00598143498662663,0.8619659154988646,273080.0,Healthy
0.651928453729937,0.9539025359568228,273107.0,Healthy
0.1227371204584748,1.321852746215067,273055.0,Healthy
0.5014316584136724,1.046727632818394,273163.0,Healthy
0.6878580185891079,0.9543345248400077,8051.0,Healthy
0.4981020284558604,1.4830571026599317,8023.0,Healthy
1.0130763067543302,1.2023635167353515,7995.0,Healthy
0.851200113861457,0.8745306829577376,7965.0,Healthy
0.70948770378565,1.02533252527649,7937.0,Healthy
1.205627271051828,1.0663079161955453,7909.0,Healthy
1.121794859212122,1.0851048545126742,7882.0,Healthy
-0.41991120443926344,0.6571671691684345,7851.0,Healthy
-0.47047360864179216,0.6510515292552738,7824.0,Healthy
0.6290582543336141,0.8167533302172221,273135.0,Healthy
0.851200113861457,0.8745306829577376,10815.0,Healthy
0.70948770378565,1.02533252527649,10787.0,Healthy
1.2056272876417264,1.0663080032491363,10760.0,Healthy
1.121794859212122,1.0851048545126742,10732.0,Healthy
-0.41991120443926344,0.6571671691684345,10701.0,Healthy
-0.47047360864179216,0.6510515292552738,10674.0,Healthy
-0.08973908219207465,0.7305413828897771,10646.0,Healthy
0.5606446163149783,1.2325847961869822,8078.0,Healthy
0.0626491331924738,1.1363619943034196,8109.0,Healthy
-0.08973908219207465,0.7305413828897771,7796.0,Healthy
0.1123029015663213,0.9583534080296797,8161.0,Healthy
0.8608903530790315,1.010309050917227,8136.0,Healthy
0.7399434746757706,0.9702488088812017,273190.0,Healthy
0.5136415437743026,0.7673534864847151,273215.0,Healthy
0.5808282691215522,1.2098689022291955,269745.0,Healthy
0.20946047959072742,1.3629629323537884,269773.0,Healthy
0.49810197868616524,1.4830568414991583,10870.0,Healthy
1.013076256984635,1.202363255574578,10842.0,Healthy
0.4579175237107732,1.4605909326542845,269800.0,Healthy
1.0880228195379376,-0.81330308627811,273242.0,Healthy
0.3395592305274878,1.3691910941354526,269855.0,Healthy
1.057386690276042,1.6114329835351076,269883.0,Healthy
0.6769299075141104,1.3651888643451284,269911.0,Healthy
0.4980646182350411,1.482860796812009,8368.0,Healthy
0.1783528110095254,0.8905537427866217,8272.0,Healthy
1.0907458520533546,1.213557901872757,8244.0,Healthy
0.24061454782855715,0.8860860677211928,8219.0,Healthy
0.9438935948805903,1.5839641836120422,269828.0,Healthy
0.3200685497671809,1.2225127885417957,8192.0,Healthy
