RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.035647500867754256,0.010201833743805226,0.0075,0.03,0.0372,0.0425,0.084
Low,5757.0,0.03355462914712524,0.009836868053131729,0.0075,0.0288,0.0342,0.0401,0.084
Healthy,5760.0,0.034764600694444446,0.01010155648008257,0.0075,0.0296,0.0367,0.0417,0.084
