KMeans_Cluster,mean,median,std
0,1.986206896551724e-06,0.0,4.223900287390417e-05
1,0.0011010520275439937,0.001,0.0011157621776209604
2,0.0019518518518518518,0.002,0.001614636159311788
3,0.0016927007299270074,0.0017,0.001119935582930055
4,8.65430337612934e-06,0.0,0.00014978972206600196
