RUL_class,mean,median,std
Critical,0.0009958333333333334,0.001,0.00021849543411225848
Low,0.0009684722222222221,0.0009,0.0002652376064644631
Medium,0.0009365410052910053,0.0009,0.00028841945899657956
Healthy,0.0009902060662190322,0.0009,0.00036942418440388987
