KMeans_Cluster,mean,median,std
0,12.233379310344828,12.0,5.335399738605235
1,12.842769701606732,12.0,5.086298619937736
2,13.502314814814815,13.0,5.691610157391697
3,12.988456968256664,13.0,5.1564852777843795
4,12.631003328578222,12.0,7.166620299626482
