RUL_class,mean,median,std
Critical,16072.922839506173,9727.5,235132.92517823944
Low,7455.701620370371,7553.0,2709.505859708474
Medium,5404.589285714285,5141.5,2745.969246488414
Healthy,2773.720074091225,2187.0,2406.1103710717366
