,KMeans_Cluster,GMM_Cluster,DBSCAN_Cluster,Hierarchical_Cluster
4806,4,4,2,3
4807,0,0,3,0
4808,0,0,3,0
4809,0,0,3,0
4810,4,4,11,3
4811,0,0,3,0
4812,0,0,3,0
4813,0,0,3,0
4814,4,4,2,3
4815,4,4,11,3
4816,0,0,3,0
4817,0,0,3,0
4818,0,0,3,0
4819,0,0,3,0
4820,0,0,3,0
4821,0,0,3,0
4822,4,4,2,3
4823,4,4,2,3
4824,4,4,2,3
4825,4,4,2,3
4826,0,0,3,0
4827,0,0,3,0
4828,0,0,3,0
4829,0,0,3,0
4830,0,0,3,0
4831,0,0,3,0
4832,0,0,3,0
4833,0,0,3,0
4834,0,0,3,0
4835,0,0,3,0
4836,0,0,3,0
4837,4,4,11,3
4838,4,4,2,3
4839,4,4,2,3
4840,4,4,2,3
4841,4,4,2,3
4842,4,4,2,3
4843,0,0,3,0
4844,0,0,3,0
4845,0,0,3,0
4846,0,0,3,0
4847,0,0,3,0
4848,0,0,3,0
4849,0,0,3,0
4850,0,0,3,0
4851,0,0,3,0
4852,0,0,3,0
4853,4,4,2,3
4854,4,4,2,3
4855,4,4,2,3
4856,0,0,3,0
4857,0,0,3,0
4858,0,0,3,0
4859,0,0,3,0
4860,0,0,3,0
4861,0,0,3,0
4862,4,4,2,3
4863,4,4,2,3
4864,4,4,2,3
4865,0,0,3,0
4866,4,4,2,3
4867,0,0,3,0
4868,4,4,2,3
4869,4,4,2,3
4870,0,0,3,0
4871,4,4,2,3
4872,4,4,2,3
4873,4,4,2,3
4874,4,4,2,3
4875,4,4,2,3
4876,4,4,2,3
4877,4,4,2,3
4878,4,4,2,3
4879,4,4,2,3
4880,4,4,2,3
4881,4,4,2,3
4882,4,4,2,3
4883,4,4,2,3
4884,4,4,2,3
4885,4,4,2,3
4886,4,4,2,3
4887,4,4,2,3
4888,4,4,2,3
4889,4,4,2,3
4890,4,4,2,3
4891,4,4,2,3
4892,4,4,2,3
4893,4,4,2,3
4894,4,4,2,3
4895,4,4,2,3
4896,4,4,2,3
4897,4,4,2,3
4898,4,4,2,3
4899,4,4,2,3
4900,4,4,2,3
4901,4,4,2,3
4902,4,4,2,3
4903,4,4,2,3
4904,4,4,2,3
4905,4,4,2,3
4906,4,4,2,3
4907,4,4,2,3
4908,4,4,2,3
4909,4,4,2,3
4910,4,4,2,3
4911,4,4,2,3
4912,4,4,2,3
4913,4,4,2,3
4914,4,4,2,3
4915,4,4,2,3
4916,4,4,2,3
4917,4,4,2,3
4918,4,4,2,3
4919,4,4,2,3
4920,4,4,2,3
4921,4,4,2,3
4922,4,4,2,3
4923,4,4,2,3
4924,4,4,2,3
4925,4,4,2,3
4926,4,4,2,3
4927,4,4,2,3
4928,4,4,2,3
4929,4,4,2,3
4930,4,4,2,3
4931,4,4,2,3
4932,4,4,2,3
4933,4,4,2,3
4934,4,4,2,3
4935,4,4,2,3
4936,4,4,2,3
4937,4,4,2,3
4938,4,4,2,3
4939,4,4,2,3
4940,4,4,2,3
4941,4,4,2,3
4942,4,4,2,3
4943,4,4,2,3
4944,4,4,2,3
4945,4,4,2,3
4946,4,4,2,3
4947,4,4,2,3
4948,4,4,2,3
4949,4,4,2,3
4950,4,4,2,3
4951,4,4,2,3
4952,4,4,2,3
4953,4,4,2,3
4954,4,4,2,3
4955,4,4,2,3
4956,4,4,2,3
4957,4,4,2,3
4958,4,4,2,3
4959,4,4,2,3
4960,4,4,2,3
4961,4,4,2,3
4962,4,4,2,3
4963,4,4,2,3
4964,4,4,2,3
4965,4,4,2,3
4966,4,4,2,3
4967,4,4,2,3
4968,4,4,2,3
4969,4,4,2,3
4970,4,4,2,3
4971,4,4,2,3
4972,4,4,2,3
4973,4,4,2,3
4974,4,4,2,3
4975,4,4,2,3
4976,4,4,2,3
4977,4,4,2,3
4978,4,4,2,3
4979,4,4,2,3
4980,4,4,2,3
4981,4,4,2,3
4982,4,4,2,3
4983,4,4,2,3
4984,4,4,2,3
4985,4,4,2,3
4986,4,4,2,3
4987,4,4,2,3
4988,4,4,2,3
4989,4,4,2,3
4990,4,4,2,3
4991,4,4,2,3
4992,4,4,2,3
4993,4,4,2,3
4994,4,4,2,3
4995,4,4,2,3
4996,4,4,2,3
4997,4,4,2,3
4998,4,4,2,3
4999,4,4,2,3
5000,4,4,2,3
5001,4,4,2,3
5002,4,4,2,3
5003,4,4,2,3
5004,4,4,2,3
5005,4,4,2,3
5006,4,4,2,3
5007,4,4,2,3
5008,4,4,2,3
5009,4,4,2,3
5010,4,4,2,3
5011,4,4,2,3
5012,4,4,2,3
5013,4,4,2,3
5014,4,4,2,3
5015,4,4,2,3
5016,4,4,2,3
5017,4,4,2,3
5018,4,4,2,3
5019,4,4,2,3
5020,4,4,2,3
5021,4,4,2,3
5022,4,4,2,3
5023,4,4,2,3
5024,4,4,2,3
5025,4,4,2,3
5026,4,4,2,3
5027,4,4,2,3
5028,4,4,2,3
5029,4,4,2,3
5030,4,4,2,3
5031,4,4,2,3
5032,4,4,2,3
5033,4,4,2,3
5034,4,4,2,3
5035,4,4,2,3
5036,4,4,2,3
5037,4,4,2,3
5038,4,4,2,3
5039,4,4,2,3
5040,4,4,2,3
5041,4,4,2,3
5042,4,4,2,3
5043,4,4,2,3
5044,4,4,2,3
5045,4,4,2,3
5046,4,4,2,3
5047,4,4,2,3
5048,4,4,2,3
5049,4,4,2,3
5050,4,4,2,3
5051,4,4,2,3
5052,4,4,2,3
5053,4,4,2,3
5054,4,4,2,3
5055,4,4,2,3
5056,4,4,2,3
5057,4,4,2,3
5058,4,4,2,3
5059,4,4,2,3
5060,4,4,2,3
5061,4,4,2,3
5062,4,4,2,3
5063,4,4,2,3
5064,4,4,2,3
5065,4,4,2,3
5066,4,4,2,3
5067,4,4,2,3
5068,4,4,2,3
5069,4,4,2,3
5070,4,4,2,3
5071,4,4,2,3
5072,4,4,2,3
5073,4,4,2,3
5074,4,4,2,3
5075,4,4,2,3
5076,4,4,2,3
5077,4,4,2,3
5078,4,4,2,3
5079,4,4,2,3
5080,4,4,2,3
5081,4,4,2,3
5082,4,4,2,3
5083,4,4,2,3
5084,4,4,2,3
5085,4,4,2,3
5086,4,4,2,3
5087,4,4,2,3
5088,4,4,2,3
5089,4,4,2,3
5090,4,4,2,3
5091,4,4,2,3
5092,4,4,2,3
5093,4,4,2,3
5094,4,4,2,3
5095,4,4,2,3
5096,0,0,3,0
5097,0,0,3,0
5098,0,0,3,0
5099,0,0,3,0
5100,0,0,3,0
5101,0,0,3,0
5102,0,0,8,0
5103,0,0,3,0
5104,0,0,8,0
5105,0,0,8,0
5106,0,0,3,0
5107,0,0,3,0
5108,0,0,8,0
5109,0,0,3,0
5110,0,0,3,0
5111,0,0,8,0
5112,0,0,3,0
5113,0,0,3,0
5114,0,0,3,0
5115,0,0,8,0
5116,0,0,8,0
5117,0,0,8,0
5118,0,0,8,0
5119,0,0,3,0
5120,0,0,3,0
5121,0,0,3,0
5122,0,0,8,0
5123,0,0,3,0
5124,0,0,8,0
5125,0,0,8,0
5126,0,0,3,0
5127,0,0,3,0
5128,0,0,3,0
5129,0,0,3,0
5130,0,0,3,0
5131,0,0,3,0
5132,0,0,8,0
5133,0,0,3,0
5134,0,0,3,0
5135,0,0,3,0
5136,0,0,3,0
5137,0,0,3,0
5138,0,0,3,0
5139,0,0,8,0
5140,0,0,3,0
5141,0,0,3,0
5142,0,0,8,0
5143,0,0,8,0
5144,0,0,3,0
5145,0,0,3,0
5146,0,0,3,0
5147,0,0,3,0
5148,0,0,8,0
5149,0,0,8,0
5150,0,0,3,0
5151,0,0,3,0
5152,0,0,3,0
5153,0,0,3,0
5154,0,0,8,0
5155,0,0,3,0
5156,0,0,3,0
5157,0,0,3,0
5158,0,0,3,0
5159,0,0,3,0
5160,0,0,3,0
5161,0,0,3,0
5162,0,0,3,0
5163,0,0,3,0
5164,0,0,3,0
5165,0,0,3,0
5166,0,0,8,0
5167,0,0,8,0
5168,0,0,8,0
5169,0,0,3,0
5170,0,0,3,0
5171,0,0,3,0
5172,0,0,3,0
5173,0,0,8,0
5174,0,0,3,0
5175,0,0,8,0
5176,0,0,3,0
5177,0,0,3,0
5178,0,0,3,0
5179,0,0,3,0
5180,0,0,3,0
5181,0,0,8,0
5182,0,0,8,0
5183,0,0,8,0
5184,0,0,3,0
5185,0,0,3,0
5186,0,0,8,0
5187,0,0,8,0
5188,0,0,3,0
5189,0,0,3,0
5190,0,0,8,0
5191,0,0,3,0
5192,0,0,3,0
5193,0,0,3,0
5194,0,0,3,0
5195,0,0,3,0
5196,0,0,8,0
5197,0,0,3,0
5198,0,0,8,0
5199,0,0,3,0
5200,0,0,3,0
5201,0,0,8,0
5202,0,0,3,0
5203,0,0,8,0
5204,0,0,3,0
5205,0,0,3,0
5206,0,0,12,0
5207,0,0,8,0
5208,0,0,8,0
5209,0,0,3,0
5210,0,0,3,0
5211,0,0,3,0
5212,0,0,3,0
5213,0,0,3,0
5214,0,0,3,0
5215,0,0,3,0
5216,0,0,3,0
5217,0,0,3,0
5218,0,0,3,0
5219,0,0,3,0
5220,0,0,3,0
5221,0,0,3,0
5222,0,0,3,0
5223,0,0,3,0
5224,0,0,3,0
5225,0,0,3,0
5226,0,0,3,0
5227,0,0,3,0
5228,0,0,8,0
5229,0,0,8,0
5230,0,0,8,0
5231,0,0,3,0
5232,0,0,3,0
5233,0,0,3,0
5234,0,0,3,0
5235,0,0,3,0
5236,0,0,3,0
5237,0,0,8,0
5238,0,0,3,0
5239,0,0,3,0
5240,0,0,3,0
5241,0,0,3,0
5242,0,0,8,0
5243,0,0,3,0
5244,0,0,8,0
5245,0,0,3,0
5246,0,0,8,0
5247,0,0,8,0
5248,0,0,3,0
5249,0,0,8,0
5250,0,0,8,0
5251,0,0,3,0
5252,0,0,3,0
5253,0,0,3,0
5254,0,0,3,0
5255,0,0,3,0
5256,0,0,3,0
5257,0,0,3,0
5258,0,0,3,0
5259,0,0,3,0
5260,0,0,3,0
5261,0,0,3,0
5262,0,0,3,0
5263,0,0,8,0
5264,0,0,3,0
5265,0,0,8,0
5266,0,0,8,0
5267,0,0,12,0
5268,0,0,8,0
5269,0,0,3,0
5270,0,0,3,0
5271,0,0,3,0
5272,0,0,3,0
5273,0,0,3,0
5274,0,0,3,0
5275,0,0,3,0
5276,0,0,3,0
5277,0,0,3,0
5278,0,0,3,0
5279,0,0,8,0
5280,0,0,8,0
5281,0,0,3,0
5282,0,0,3,0
5283,0,0,3,0
5284,0,0,3,0
5285,0,0,3,0
5286,0,0,3,0
5287,0,0,8,0
5288,0,0,3,0
5289,0,0,3,0
5290,0,0,3,0
5291,0,0,3,0
5292,0,0,3,0
5293,0,0,3,0
5294,0,0,3,0
5295,0,0,3,0
5296,0,0,8,0
5297,0,0,3,0
5298,0,0,3,0
5299,0,0,12,0
5300,0,0,8,0
5301,0,0,3,0
5302,0,0,3,0
5303,0,0,3,0
5304,0,0,3,0
5305,0,0,3,0
5306,0,0,3,0
5307,0,0,3,0
5308,0,0,3,0
5309,0,0,3,0
5310,0,0,8,0
5311,0,0,3,0
5312,0,0,3,0
5313,0,0,3,0
5314,0,0,3,0
5315,0,0,3,0
5316,0,0,3,0
5317,0,0,3,0
5318,0,0,8,0
5319,0,0,3,0
5320,0,0,3,0
5321,0,0,8,0
5322,0,0,3,0
5323,0,0,3,0
5324,0,0,3,0
5325,0,0,3,0
5326,0,0,8,0
5327,0,0,3,0
5328,0,0,8,0
5329,0,0,3,0
5330,0,0,8,0
5331,0,0,3,0
5332,0,0,3,0
5333,0,0,8,0
5334,0,0,8,0
5335,0,0,3,0
5336,0,0,3,0
5337,0,0,8,0
5338,0,0,8,0
5339,0,0,3,0
5340,0,0,8,0
5341,0,0,3,0
5342,0,0,3,0
5343,0,0,3,0
5344,0,0,8,0
5345,0,0,8,0
5346,0,0,3,0
5347,0,0,3,0
5348,0,0,3,0
5349,0,0,3,0
5350,0,0,3,0
5351,0,0,3,0
5352,0,0,3,0
5353,0,0,8,0
5354,0,0,3,0
5355,0,0,12,0
5356,0,0,8,0
5357,0,0,3,0
5358,0,0,8,0
5359,0,0,8,0
5360,0,0,3,0
5361,0,0,3,0
5362,0,0,12,0
5363,0,0,8,0
5364,0,0,3,0
5365,0,0,8,0
5366,0,0,3,0
5367,0,0,3,0
5368,0,0,3,0
5369,0,0,3,0
5370,0,0,3,0
5371,0,0,3,0
5372,0,0,3,0
5373,0,0,3,0
5374,0,0,3,0
5375,0,0,3,0
5376,0,0,3,0
5377,0,0,8,0
5378,0,0,3,0
5379,0,0,3,0
5380,0,0,3,0
5381,0,0,3,0
5382,0,0,3,0
5383,0,0,3,0
5384,0,0,8,0
5385,0,0,3,0
5386,0,0,3,0
5387,0,0,3,0
5388,0,0,8,0
5389,0,0,8,0
5390,0,0,8,0
5391,0,0,3,0
5392,0,0,3,0
5393,0,0,3,0
5394,0,0,3,0
5395,0,0,3,0
5396,0,0,3,0
5397,0,0,3,0
5398,0,0,3,0
5399,0,0,3,0
5400,0,0,3,0
5401,0,0,3,0
5402,0,0,3,0
5403,0,0,8,0
5404,0,0,3,0
5405,0,0,3,0
5406,0,0,8,0
5407,0,0,8,0
5408,0,0,3,0
5409,0,0,3,0
5410,0,0,8,0
5411,0,0,3,0
5412,0,0,3,0
5413,0,0,3,0
5414,0,0,3,0
5415,0,0,3,0
5416,0,0,8,0
5417,0,0,8,0
5418,0,0,8,0
5419,0,0,8,0
5420,0,0,3,0
5421,0,0,3,0
5422,0,0,8,0
5423,0,0,8,0
5424,0,0,3,0
5425,0,0,3,0
5426,0,0,3,0
5427,0,0,3,0
5428,0,0,3,0
5429,0,0,3,0
5430,0,0,8,0
5431,0,0,3,0
5432,0,0,1,0
5433,0,0,3,0
5434,0,0,3,0
5435,0,0,3,0
5436,0,0,3,0
5437,0,0,3,0
5438,0,0,3,0
5439,0,0,3,0
5440,0,0,3,0
5441,0,0,3,0
5442,0,0,3,0
5443,0,0,3,0
5444,0,0,3,0
5445,0,0,3,0
5446,0,0,3,0
5447,0,0,3,0
5448,0,0,3,0
5449,0,1,3,0
5450,0,0,3,0
5451,0,0,3,0
5452,0,0,3,0
5453,1,0,3,0
5454,0,0,3,0
5455,0,0,3,0
5456,0,0,3,0
5457,0,0,3,0
5458,0,0,3,0
5459,0,0,3,0
5460,0,0,3,0
5461,0,0,3,0
5462,0,0,1,0
5463,0,0,3,0
5464,0,0,3,0
5465,0,0,3,0
5466,0,0,3,0
5467,0,0,3,0
5468,0,0,3,0
5469,1,0,3,0
5470,0,0,3,0
5471,0,0,3,0
5472,0,0,3,0
5473,0,0,3,0
5474,0,0,3,0
5475,0,0,3,0
5476,0,0,3,0
5477,0,0,3,0
5478,0,0,3,0
5479,0,0,3,0
5480,0,0,3,0
5481,0,0,3,0
5482,0,0,3,0
5483,0,0,3,0
5484,0,0,3,0
5485,0,0,3,0
5486,0,0,3,0
5487,0,0,3,0
5488,0,0,3,0
5489,0,0,3,0
5490,0,0,3,0
5491,0,0,3,0
5492,0,0,3,0
5493,0,0,3,0
5494,0,0,3,0
5495,0,0,3,0
5496,0,0,3,0
5497,0,0,3,0
5498,0,0,3,0
5499,0,0,3,0
5500,0,1,3,0
5501,0,0,3,0
5502,0,0,3,0
5503,0,0,1,0
5504,0,0,3,0
5505,0,0,3,0
5506,0,1,3,0
5507,0,0,3,0
5508,1,0,3,0
5509,0,0,3,0
5510,0,0,3,0
5511,0,0,3,0
5512,0,0,3,0
5513,0,0,3,0
5514,0,0,3,0
5515,0,0,3,0
5516,0,0,3,0
5517,0,0,3,0
5518,0,0,3,0
5519,0,0,3,0
5520,0,0,3,0
5521,0,0,3,0
5522,0,0,3,0
5523,0,0,3,0
5524,0,0,3,0
5525,0,0,1,0
5526,0,0,3,0
5527,0,0,3,0
5528,0,0,1,0
5529,0,0,3,0
5530,0,0,3,0
5531,0,0,3,0
5532,0,0,3,0
5533,0,0,3,0
5534,0,0,3,0
5535,0,0,3,0
5536,0,0,3,0
5537,0,0,3,0
5538,0,0,3,0
5539,0,0,3,0
5540,0,0,1,0
5541,0,0,3,0
5542,0,0,3,0
5543,0,0,1,0
5544,0,0,3,0
5545,0,0,3,0
5546,0,0,3,0
5547,0,0,3,0
5548,0,0,3,0
5549,0,0,3,0
5550,0,0,3,0
5551,0,0,3,0
5552,0,0,3,0
5553,0,0,3,0
5554,0,0,3,0
5555,0,0,3,0
5556,0,0,3,0
5557,0,0,3,0
5558,0,0,3,0
5559,0,0,3,0
5560,0,0,3,0
5561,0,0,3,0
5562,0,0,1,0
5563,1,0,3,0
5564,0,0,3,0
5565,0,0,3,0
5566,0,0,3,0
5567,0,0,3,0
5568,0,1,3,0
5569,0,0,3,0
5570,0,0,3,0
5571,0,0,3,0
5572,0,0,3,0
5573,0,1,3,0
5574,0,0,3,0
5575,0,0,3,0
5576,0,0,3,0
5577,0,0,3,0
5578,0,0,3,0
5579,0,0,3,0
5580,0,0,3,0
5581,0,0,3,0
5582,0,0,3,0
5583,1,0,3,0
5584,0,0,3,0
5585,0,0,3,0
5586,0,0,3,0
5587,0,0,3,0
5588,0,0,3,0
5589,1,0,3,0
5590,0,0,3,0
5591,0,0,3,0
5592,0,0,3,0
5593,0,0,3,0
5594,0,0,3,0
5595,0,0,3,0
5596,0,0,3,0
5597,0,0,3,0
5598,0,0,3,0
5599,0,0,3,0
5600,0,0,3,0
5601,0,0,3,0
5602,0,1,3,0
5603,0,0,3,0
5604,0,0,3,0
5605,0,0,3,0
5606,4,4,2,3
5607,0,0,3,0
5608,4,4,2,3
5609,4,4,2,3
5610,4,4,2,3
5611,0,0,12,0
5612,4,4,2,3
5613,0,0,12,0
5614,0,0,3,0
5615,0,0,3,0
5616,4,4,2,3
5617,4,4,2,3
5618,0,0,3,0
5619,4,4,2,3
5620,4,4,2,3
5621,0,0,1,0
5622,4,4,2,3
5623,0,0,15,0
5624,4,4,2,3
5625,0,0,3,0
5626,0,0,3,0
5627,0,0,3,0
5628,0,0,3,0
5629,4,4,2,3
5630,4,4,2,3
5631,0,0,3,0
5632,0,0,12,0
5633,0,0,3,0
5634,0,0,3,0
5635,0,0,3,0
5636,0,0,3,0
5637,0,0,3,0
5638,0,0,3,0
5639,0,0,3,0
5640,4,4,2,3
5641,0,0,3,0
5642,0,0,3,0
5643,0,0,3,0
5644,4,4,2,3
5645,4,4,2,3
5646,0,0,3,0
5647,4,4,2,3
5648,0,0,3,0
5649,4,4,2,3
5650,4,4,2,3
5651,4,4,2,3
5652,4,4,2,3
5653,4,4,2,3
5654,4,4,2,3
5655,4,4,2,3
5656,0,0,3,0
5657,0,0,3,0
5658,0,0,3,0
5659,0,0,3,0
5660,0,0,3,0
5661,0,0,3,0
5662,0,0,3,0
5663,4,4,2,3
5664,4,4,2,3
5665,4,4,2,3
5666,4,4,2,3
5667,0,0,3,0
5668,0,0,1,0
5669,0,0,12,0
5670,4,4,2,3
5671,4,4,2,3
5672,4,4,2,3
5673,0,0,3,0
5674,0,0,3,0
5675,0,0,3,0
5676,4,4,2,3
5677,0,0,3,0
5678,0,0,12,0
5679,0,0,3,0
5680,0,0,3,0
5681,0,0,3,0
5682,0,0,3,0
5683,0,0,3,0
5684,0,0,3,0
5685,4,4,2,3
5686,4,4,2,3
5687,0,0,12,0
5688,4,4,2,3
5689,0,0,3,0
5690,0,0,1,0
5691,0,0,12,0
5692,4,4,2,3
5693,4,4,2,3
5694,4,4,2,3
5695,0,0,3,0
5696,0,0,3,0
5697,4,4,2,3
5698,0,0,3,0
5699,0,0,3,0
5700,0,0,3,0
5701,0,0,3,0
5702,0,0,3,0
5703,0,0,3,0
5704,4,4,2,3
5705,4,4,2,3
5706,4,4,2,3
5707,4,4,2,3
5708,0,0,3,0
5709,0,0,3,0
5710,0,0,3,0
5711,0,0,3,0
5712,0,0,3,0
5713,0,0,3,0
5714,0,0,3,0
5715,0,0,3,0
5716,0,0,3,0
5717,0,0,3,0
5718,0,0,3,0
5719,0,0,3,0
5720,0,0,3,0
5721,4,4,2,3
5722,0,0,3,0
5723,0,0,3,0
5724,0,0,3,0
5725,0,0,3,0
5726,0,0,3,0
5727,4,4,2,3
5728,4,4,2,3
5729,4,4,2,3
5730,4,4,2,3
5731,4,4,2,3
5732,0,0,1,0
5733,0,0,12,0
5734,4,4,2,3
5735,4,4,2,3
5736,0,0,3,0
5737,0,0,3,0
5738,0,0,12,0
5739,0,0,3,0
5740,0,0,3,0
5741,4,4,2,3
5742,0,0,3,0
5743,0,0,3,0
5744,4,4,2,3
5745,0,0,3,0
5746,4,4,2,3
5747,4,4,2,3
5748,4,4,2,3
5749,4,4,2,3
5750,0,0,12,0
5751,0,0,3,0
5752,0,0,3,0
5753,0,0,3,0
5754,0,0,3,0
5755,0,0,12,0
5756,0,0,3,0
5757,0,0,3,0
5758,0,0,15,0
5759,4,4,2,3
5760,4,4,2,3
5761,4,4,2,3
5762,0,0,3,0
5763,4,4,2,3
5764,0,0,3,0
5765,4,4,2,3
5766,4,4,2,3
5767,0,0,3,0
5768,0,0,3,0
5769,0,0,15,0
5770,0,0,3,0
5771,0,0,3,0
5772,0,0,3,0
5773,0,0,3,0
5774,0,0,12,0
5775,0,0,3,0
5776,0,0,15,0
5777,0,0,3,0
5778,4,4,2,3
5779,4,4,2,3
5780,4,4,2,3
5781,4,4,2,3
5782,4,4,2,3
5783,4,4,2,3
5784,4,4,2,3
5785,0,0,3,0
5786,4,4,2,3
5787,0,0,3,0
5788,0,0,3,0
5789,0,0,3,0
5790,0,0,3,0
5791,0,0,3,0
5792,0,0,3,0
5793,0,0,3,0
5794,0,0,3,0
5795,0,0,3,0
5796,0,0,3,0
5797,0,0,3,0
5798,0,0,12,0
5799,0,0,3,0
5800,0,0,12,0
5801,4,4,2,3
5802,4,4,2,3
5803,0,0,3,0
5804,0,0,3,0
5805,0,0,3,0
5806,4,4,2,3
5807,0,0,12,0
5808,4,4,2,3
5809,4,4,2,3
5810,4,4,2,3
5811,4,4,2,3
5812,0,0,3,0
5813,0,0,3,0
5814,0,0,1,0
5815,0,0,12,0
5816,4,4,2,3
5817,4,4,2,3
5818,0,0,3,0
5819,0,0,3,0
5820,4,4,2,3
5821,4,4,2,3
5822,0,0,3,0
5823,4,4,2,3
5824,4,4,2,3
5825,0,0,1,0
5826,0,0,3,0
5827,4,4,2,3
5828,0,0,3,0
5829,0,0,1,0
5830,4,4,2,3
5831,0,0,12,0
5832,0,0,3,0
5833,0,0,3,0
5834,0,0,3,0
5835,4,4,2,3
5836,4,4,2,3
5837,4,4,2,3
5838,4,4,2,3
5839,0,0,3,0
5840,0,0,3,0
5841,0,0,3,0
5842,0,0,3,0
5843,4,4,2,3
5844,0,0,1,0
5845,0,0,3,0
5846,0,0,12,0
5847,0,0,3,0
5848,4,4,2,3
5849,0,0,3,0
5850,0,0,3,0
5851,0,0,3,0
5852,4,4,2,3
5853,4,4,2,3
5854,4,4,2,3
5855,4,4,2,3
5856,0,0,3,0
5857,0,0,3,0
5858,4,4,2,3
5859,4,4,2,3
5860,4,4,2,3
5861,4,4,2,3
5862,4,4,2,3
5863,4,4,2,3
5864,4,4,2,3
5865,4,4,2,3
5866,4,4,2,3
5867,4,4,2,3
5868,4,4,2,3
5869,4,4,2,3
5870,4,4,2,3
5871,4,4,2,3
5872,4,4,2,3
5873,4,4,2,3
5874,4,4,2,3
5875,4,4,2,3
5876,4,4,2,3
5877,4,4,2,3
5878,4,4,2,3
5879,4,4,2,3
5880,4,4,2,3
5881,4,4,2,3
5882,0,0,15,0
5883,0,0,15,0
5884,4,4,2,1
5885,4,4,2,1
5886,4,4,2,3
5887,4,4,2,3
5888,4,4,2,3
5889,4,4,2,3
5890,4,4,2,3
5891,4,4,2,3
5892,4,4,2,3
5893,4,4,2,3
5894,4,4,2,3
5895,4,4,2,3
5896,4,4,2,3
5897,4,4,2,3
5898,4,4,2,3
5899,4,4,2,3
5900,4,4,2,1
5901,4,4,2,1
5902,0,0,3,0
5903,4,4,2,3
5904,4,4,2,3
5905,4,4,2,3
5906,4,4,2,3
5907,4,4,2,3
5908,4,4,2,3
5909,4,4,2,3
5910,4,4,2,3
5911,4,4,2,3
5912,4,4,2,3
5913,4,4,2,3
5914,4,4,2,3
5915,4,4,2,3
5916,4,4,2,3
5917,4,4,2,3
5918,4,4,2,3
5919,0,0,15,0
5920,0,0,15,0
5921,4,4,2,1
5922,0,0,15,0
5923,4,4,2,3
5924,4,4,2,3
5925,4,4,2,3
5926,4,4,2,3
5927,4,4,2,3
5928,4,4,2,3
5929,4,4,2,3
5930,4,4,2,3
5931,4,4,2,3
5932,4,4,2,3
5933,4,4,2,3
5934,4,4,2,3
5935,4,4,2,3
5936,4,4,2,3
5937,4,4,2,1
5938,4,4,2,3
5939,0,0,15,0
5940,4,4,2,3
5941,4,4,2,3
5942,4,4,2,3
5943,4,4,2,3
5944,4,4,2,3
5945,4,4,2,3
5946,4,4,2,3
5947,4,4,2,3
5948,4,4,2,3
5949,4,4,2,3
5950,4,4,2,3
5951,4,4,2,3
5952,4,4,2,3
5953,4,4,2,3
5954,4,4,2,3
5955,4,4,2,3
5956,4,4,2,3
5957,4,4,2,3
5958,4,4,2,3
5959,4,4,2,3
5960,4,4,2,3
5961,0,0,15,0
5962,4,4,2,3
5963,4,4,2,3
5964,4,4,2,3
5965,4,4,2,3
5966,4,4,2,3
5967,0,0,15,0
5968,4,4,2,3
5969,4,4,2,3
5970,4,4,2,3
5971,4,4,2,3
5972,4,4,2,3
5973,4,4,2,3
5974,4,4,2,3
5975,4,4,2,3
5976,4,4,2,1
5977,4,4,2,1
5978,4,4,2,3
5979,4,4,2,3
5980,4,4,2,3
5981,4,4,2,3
5982,4,4,2,3
5983,4,4,2,3
5984,4,4,2,3
5985,4,4,2,3
5986,4,4,2,3
5987,4,4,2,3
5988,4,4,2,3
5989,4,4,2,3
5990,4,4,2,3
5991,4,4,2,3
5992,4,4,2,3
5993,4,4,2,3
5994,4,4,2,3
5995,4,4,2,3
5996,4,4,2,1
5997,4,4,2,1
5998,4,4,2,3
5999,4,4,2,3
6000,4,4,2,3
6001,4,4,2,3
6002,4,4,2,3
6003,4,4,2,3
6004,4,4,2,3
6005,4,4,2,3
6006,4,4,2,3
6007,4,4,2,3
6008,4,4,2,3
6009,4,4,2,3
6010,4,4,2,1
6011,4,4,2,1
6012,0,0,15,0
6013,4,4,2,3
6014,4,4,2,3
6015,4,4,2,3
6016,4,4,2,3
6017,0,0,3,0
6018,0,0,15,0
6019,4,4,2,3
6020,4,4,2,3
6021,4,4,2,3
6022,4,4,2,3
6023,4,4,2,3
6024,4,4,2,3
6025,4,4,2,3
6026,4,4,2,3
6027,4,4,2,3
6028,4,4,2,3
6029,4,4,2,3
6030,4,4,2,3
6031,4,4,2,3
6032,4,4,2,3
6033,4,4,2,3
6034,4,4,2,3
6035,4,4,2,3
6036,4,4,2,3
6037,4,4,2,3
6038,4,4,2,3
6039,4,4,2,3
6040,4,4,2,3
6041,4,4,2,3
6042,4,4,2,3
6043,4,4,2,3
6044,4,4,2,3
6045,4,4,2,3
6046,4,4,2,1
6047,4,4,2,1
6048,0,0,3,0
6049,0,0,15,0
6050,4,4,2,3
6051,4,4,2,3
6052,4,4,2,3
6053,4,4,2,3
6054,4,4,2,3
6055,4,4,2,3
6056,4,4,2,3
6057,4,4,2,3
6058,4,4,2,3
6059,0,0,15,0
6060,0,0,3,0
6061,4,4,2,1
6062,4,4,2,1
6063,4,4,2,3
6064,4,4,2,3
6065,4,4,2,3
6066,4,4,2,3
6067,4,4,2,3
6068,4,4,2,3
6069,4,4,2,3
6070,4,4,2,3
6071,4,4,2,3
6072,4,4,2,3
6073,4,4,2,3
