RUL_class,mean,median,std
Critical,0.736525462962963,0.6992,0.24710730345511578
Low,0.7636412962962963,0.7034,0.2637461874325663
Medium,0.7612867724867725,0.7039,0.2585025635270524
Healthy,0.7929831210928455,0.7068,0.3047830031492752
