RUL_class,mean,median,std
Critical,163.59586574074075,163.575,4.898875033839295
Low,164.01823124999999,163.696,5.02456575899314
Medium,164.65917989417989,164.2,5.212924338075736
Healthy,164.8150875202593,163.992,5.2531336924509855
