RUL_class,mean,median,std
Critical,1541.4610339506173,1541.0,4.381818529738593
Low,1541.1488425925927,1541.0,10.012255678305609
Medium,1541.4270833333333,1541.0,5.270739214949323
Healthy,1540.3165084510304,1540.0,8.287508708288495
