RUL_class,mean,median,std
Critical,5.062241512345679,5.0,1.1974766788125715
Low,4.996990740740741,5.0,0.39030294976817426
Medium,5.0286309523809525,5.0,0.7777335872315608
Healthy,5.0140611252604765,5.0,0.5319119140977928
