RUL_class,mean,median,std
Critical,0.1739738425925926,0.1793,0.025440452919366217
Low,0.18183312499999998,0.1812,0.055381897999503785
Medium,0.1867714947089947,0.1828,0.06521569626356348
Healthy,0.19744281083584161,0.1813,0.10180256006288908
