RUL_class,mean,median,std
Critical,313.1400462962963,320.0,23.07993060886981
Low,315.71736111111113,320.0,24.201247281364545
Medium,314.6392195767196,320.0,27.456713913560566
Healthy,309.94188469553137,320.0,22.28607017445842
