KMeans_Cluster,mean,median,std
0,0.017089655172413794,0.01,0.022581688002034722
1,0.019952180566182098,0.01,0.06656726733159839
2,0.014412037037037037,0.01,0.01632590481408688
3,0.01357154982176201,0.01,0.010215459769082313
4,0.015820256776034238,0.01,0.01118480808949063
