KMeans_Cluster,mean,median,std
0,0.0010812965517241378,0.0011,0.0006715464152278942
1,0.0010448737566947208,0.001,0.00028123256842587144
2,0.0015317129629629628,0.0015,0.00030833559777043815
3,0.0009300628076727211,0.001,0.00041213467163727296
4,0.001118830242510699,0.0012,0.00034095232554600915
