RUL_class,mean,median,std
Critical,0.002550115740740741,0.0031,0.0018225547705500854
Low,0.0021994444444444444,0.0027,0.0017276592139356653
Medium,0.001864781746031746,0.0024,0.001688536555425602
Healthy,0.0024987034035656402,0.0028,0.0014599844500891343
