KMeans_Cluster,mean,median,std
0,0.18799724137931034,0.1917,0.02032253091539878
1,0.1928259946442234,0.1934,0.00913468904612309
2,0.27767314814814814,0.2796,0.0165627505728815
3,0.1901404685112884,0.1911,0.014098403335930154
4,0.1929509272467903,0.1931,0.007031270229001246
