RUL_class,mean,median,std
Critical,0.002438001543209877,0.0023,0.0009348286534678896
Low,0.002514351851851852,0.0024,0.0013113632518938073
Medium,0.002458796296296296,0.0023,0.0013090664771812292
Healthy,0.002492174114378328,0.0022,0.0013453448021427863
