KMeans_Cluster,mean,median,std
0,0.0046377103448275855,0.004,0.002709963170445614
1,0.007343228768171384,0.007,0.002909701889339783
2,0.008121296296296297,0.007,0.004063870600227361
3,0.006911882532676965,0.0062,0.0036254797287556947
4,0.0028803613884926297,0.0024,0.0014153869208626893
