column_name,inferred_type,unique_values,missing_count,missing_pct,min,max,mean,median,std,skewness,kurtosis
"Mg, %",numeric,10,0,0.0,0.0,0.001,7.036286822154062e-05,0.0001,7.677099347455372e-05,3.106447734456258,26.48254480715633
