KMeans_Cluster,mean,median,std
0,8.551724137931035e-07,0.0,1.1356030449544537e-05
1,0.00010231446059678654,0.0001,8.17612643490697e-05
2,0.0001261574074074074,0.0001,9.981910897102147e-05
3,0.00010568664063826176,0.0001,5.8561559818623164e-05
4,3.328578221588207e-07,0.0,5.761143156384692e-06
