RUL_class,mean,median,std
Critical,0.1901533564814815,0.1914,0.01583100216060109
Low,0.19331981481481483,0.1922,0.014909430080125758
Medium,0.1920292162698413,0.1927,0.02081949547924027
Healthy,0.19588344524195414,0.1929,0.022920696226365903
