KMeans_Cluster,mean,median,std
0,9516.244689655172,4737.0,198906.96235520867
1,6510.962700841622,6601.5,3858.5393565303657
2,2860.886574074074,2485.0,2061.657343261926
3,6335.054659650314,6428.0,5163.789580135071
4,5442.1730860675225,5449.0,1217.6127290103711
