KMeans_Cluster,mean,median,std
0,16.340689655172415,15.0,11.355001138209866
1,17.938982402448357,17.0,11.627135024181724
2,12.537037037037036,12.0,7.962412774188496
3,25.003225258869463,24.0,15.071166428238215
4,20.439372325249643,19.0,12.924946559424235
