RUL_class,mean,median,std
Critical,0.03588942901234568,0.0379,0.010297899167760884
Low,0.03526069444444444,0.0364,0.009902552823560215
Medium,0.03342666997354497,0.0343,0.009908270271211137
Healthy,0.03503192868719611,0.0372,0.0102053345339121
