antecedents_str,consequents_str,support,confidence,lift,leverage,conviction
Mo_=Medium chemistry value,Mg_=Medium chemistry value,0.2143063834712657,0.638778678626876,1.2400243554649806,0.04148204939525818,1.3422962423594393
Mo_=Medium chemistry value,Nb_=Low chemistry value,0.17761444528039816,0.5294117647058822,1.0277166478320345,0.004790111204390629,1.0303402974709184
"Mg_=Medium chemistry value, Zn_=Low chemistry value",Mo_=Medium chemistry value,0.0706059378436252,0.5242801890846583,1.5627112967386254,0.025424247539741415,1.3968433362594328
"Mo_=Medium chemistry value, Ca_=Low chemistry value",Nb_=Low chemistry value,0.08003935412928989,0.6041939711664482,1.1728870495208472,0.011798039535537735,1.225009188890239
"Mo_=Medium chemistry value, Ca_=Low chemistry value",Mg_=Medium chemistry value,0.07442560333352624,0.5618173875054608,1.0906238218971867,0.006184288739774085,1.1065387090075338
"workpiece_weight_tonn=Medium, Mo_=Medium chemistry value, Ca_=Low chemistry value",Mg_=Medium chemistry value,0.035534463799988425,0.665943600867679,1.2927580585768594,0.008047136558643087,1.451449586353227
"workpiece_weight_tonn=Medium, Mo_=Medium chemistry value, Ca_=Low chemistry value",Nb_=Low chemistry value,0.03362463105503791,0.6301518438177874,1.2232775766012303,0.006137303813692568,1.3109867231577532
"Nb_=Low chemistry value, Mo_=Medium chemistry value, Ca_=Low chemistry value",Mg_=Medium chemistry value,0.053128074541350774,0.6637744034707158,1.288547120275306,0.01189708367933276,1.4420853954735284
"Mo_=Medium chemistry value, Mg_=Medium chemistry value, Ca_=Low chemistry value",Nb_=Low chemistry value,0.053128074541350774,0.713841368584759,1.3857392436553255,0.014788917456350657,1.6943959367616388
"As_=Medium chemistry value, Mo_=Medium chemistry value, Ca_=Low chemistry value",Mg_=Medium chemistry value,0.030730945077840154,0.5496894409937888,1.0670805359995144,0.0019318581850640143,1.0767369599533818
"Mo_=Medium chemistry value, cast_in_row=Low",Zn_=Low chemistry value,0.059841426008449564,0.510365251727542,0.9979179794726941,-0.00012485101971876356,0.997825301643427
"Mo_=Medium chemistry value, cast_in_row=Low",Mg_=Medium chemistry value,0.06678627235372417,0.5695952615992103,1.1057225620910858,0.006385702949206096,1.126535047315748
"Mo_=Medium chemistry value, cast_in_row=Low",Nb_=Low chemistry value,0.059841426008449564,0.510365251727542,0.9907427462757217,-0.0005591433960685094,0.9902606464307786
"Nb_=Low chemistry value, Mo_=Medium chemistry value, cast_in_row=Low",Mg_=Medium chemistry value,0.03391399965275768,0.5667311411992263,1.100162609682219,0.0030876478441339457,1.1190880962026573
"Mo_=Medium chemistry value, Mg_=Medium chemistry value, cast_in_row=Low",Nb_=Low chemistry value,0.03391399965275768,0.5077989601386482,0.9857609518296487,-0.0004898784779500398,0.9850975172174318
"Al_=Low chemistry value, Mo_=Medium chemistry value",Ca_=Low chemistry value,0.0483245558192025,0.5390574564234991,1.2487429668241912,0.009625994863858955,1.2329517720624914
