RUL_class,mean,median,std
Critical,0.002747492283950617,0.0026,0.0008611257250910661
Low,0.0027465046296296296,0.0026,0.0007401818922382896
Medium,0.0027594411375661374,0.0027,0.0007557793326823431
Healthy,0.002899652697383654,0.0028,0.0009278573632223272
