RUL_class,mean,median,std
Critical,196.06712962962962,200.0,9.285852825435928
Low,191.7685185185185,200.0,12.92791310978106
Medium,191.00992063492063,200.0,13.441033687876523
Healthy,196.37531836073165,200.0,8.328044454806657
