KMeans_Cluster,mean,median,std
0,1.343895172413793,1.345,0.02214865593167703
1,1.4025095638867635,1.345,1.301423851565555
2,1.345,1.345,0.0
3,1.3453047020879307,1.345,0.009846686029541807
4,1.345,1.345,0.0
