KMeans_Cluster,mean,median,std
0,1570.6830344827586,1569.0,7.35876597708477
1,1564.8793037490436,1564.0,7.238467809972787
2,1556.638888888889,1555.0,6.320090359325312
3,1566.4834493294857,1567.0,39.50965396696196
4,1568.1621493105088,1567.0,4.476267213436326
