RUL_class,mean,median,std
Critical,2142.648533950617,2155.0,53.6165712214442
Low,2124.3645833333335,2155.0,73.87464082103226
Medium,2110.3133267195767,2155.0,84.52581892026683
Healthy,2144.105116925214,2155.0,51.082801297965474
