KMeans_Cluster,mean,median,std
0,0.004539144827586207,0.0044,0.0013258608920708593
1,0.007082593726090283,0.007,0.0012172549405979939
2,0.007919212962962963,0.0079,0.0014037822065918464
3,0.0069272619249702945,0.0069,0.0011187005661394728
4,0.004766238706609606,0.0046,0.001009206654948638
