KMeans_Cluster,mean,median,std
0,0.0008590620689655173,0.0008,0.0002053538451559454
1,0.0011100038255547054,0.0011,0.00015885736047275436
2,0.0021962962962962965,0.0021,0.0006149983005542586
3,0.0008747750806314717,0.0008,0.0001594299996383744
4,0.0008019971469329529,0.0008,0.00010499334395758463
