KMeans_Cluster,mean,median,std
0,1544.1177931034483,1544.0,12.999646606939248
1,1538.3982402448355,1539.0,4.051157081161225
2,1529.7222222222222,1529.0,5.403158538895759
3,1540.401120353081,1540.0,4.147844012258496
4,1542.0679980979553,1542.0,3.522881321168751
