KMeans_Cluster,mean,median,std
0,0.01691111724137931,0.0157,0.006235280724280859
1,0.019731885998469777,0.019,0.006686455311914914
2,0.018596296296296295,0.0195,0.004762789370196697
3,0.015579137667628588,0.0175,0.006786804159498085
4,0.015588397527341894,0.016,0.005262276069245774
