RUL_class,mean,median,std
Critical,1.3504610339506173,1.345,0.15212285816736582
Low,1.3441412037037037,1.345,0.028200091570089115
Medium,1.3774661044973544,1.345,0.9857286624825287
Healthy,1.3662201898587636,1.345,0.8230704722094734
