KMeans_Cluster,mean,median,std
0,0.3356295172413793,0.323,0.04888541768530654
1,0.34826951032899767,0.323,0.0345176366416356
2,0.5856458333333333,0.6,0.06170400891171711
3,0.31201850280088267,0.321,0.022880864341282905
4,0.32232952924393726,0.323,0.008380310740282107
