KMeans_Cluster,mean,median,std
0,0.02962521379310345,0.0308,0.007323788982522372
1,0.04172130833970926,0.0419,0.007346720619103919
2,0.03730185185185185,0.03705,0.009161664622264613
3,0.03305187574265829,0.0362,0.010888398420576036
4,0.02971260104612458,0.0308,0.00766994939527683
