KMeans_Cluster,mean,median,std
0,0.0004909793103448276,0.0005,0.00012138256100887748
1,0.0005187260902830911,0.0005,0.0001345703760237484
2,0.0005918981481481481,0.0005,0.0004223501904079479
3,0.0003286369037514853,0.0003,0.00011384539179127716
4,0.00044222539229671896,0.0005,0.00013981499459510957
