RUL_class,mean,median,std
Critical,1567.2291666666667,1566.0,6.4225299057155665
Low,1566.8025462962962,1566.0,16.665238148177767
Medium,1567.3116732804233,1567.0,26.618110616226023
Healthy,1565.9726788608475,1566.0,31.376483820525273
