RUL_class,mean,median,std
Critical,0.01476755401234568,0.0144,0.0041564986012655805
Low,0.01512875,0.0147,0.00427934644910748
Medium,0.01489307208994709,0.0144,0.004263548618229268
Healthy,0.015149780041676313,0.0148,0.004249489991768833
