KMeans_Cluster,mean,median,std
0,0.7675534068965517,0.6995,0.27875926712261956
1,0.9094576128538638,1.0018,0.24906567151109857
2,1.5333340277777778,1.5532,0.1265302508677962
3,0.6071901374978781,0.5262,0.15018404670283322
4,0.6946162624821683,0.7006,0.03471692789827685
