,PCA1,PCA2,tSNE1,tSNE2,UMAP1,UMAP2
260,0.6686017394130505,-2.0819166165568954,16.176905,2.5409737,4.234486,7.451417
261,-2.5893680761850564,-2.006686680532275,-25.277573,16.900925,4.019848,3.9969375
262,1.008493470888396,-1.0002595701593036,18.61138,4.8868937,4.2081037,7.434644
263,1.056111815925761,-1.3978577138300552,18.61138,4.8868937,4.2081037,7.434644
264,1.2662436782808737,-1.546268954610484,16.780504,4.2881002,4.2558455,7.450335
265,0.7260304548796449,-0.5972440901695808,18.299133,4.395872,4.1908884,7.435941
266,-0.5291551306517573,-0.5313722014232536,-17.85223,-30.666555,7.552443,2.2262635
267,0.04878483787860335,-2.918253519727595,16.900242,-29.301067,7.3075323,-2.2421865
268,-0.43508186677417326,-1.1367799088322659,1.9682045,-42.042225,7.848592,-0.74809796
269,0.6428821612463622,-1.1598381110395453,16.330648,4.0662317,4.240595,7.458422
270,0.10738854821092823,-1.7522096122281967,8.176866,-41.878242,7.6702986,-1.183257
271,-0.36393950881602344,-2.938185216606057,15.525827,-29.59721,7.175874,-2.183869
272,-2.84792803236693,3.1068832598292984,-60.280598,-17.33591,3.4956365,-1.2353122
273,-3.404073507901125,2.5579546378167204,-60.280598,-17.33591,3.4956365,-1.2353122
274,-0.46801158008037386,-1.3698435443658934,6.0001,-39.32945,7.616365,-1.2111696
275,0.19723381132409856,-2.6522368499546407,8.574161,-33.98167,6.910842,-1.6856617
276,-2.6957220154950985,1.5727652010858209,-49.029705,-22.015682,3.9645588,-1.3134577
277,-0.2997758506400476,-2.2070005623940268,15.072299,-38.535572,7.142775,-1.504555
278,-0.20732494218121678,-1.440211644676615,11.904612,-42.194923,7.3148527,-1.24593
279,-0.048401684366714166,-2.466123565268045,10.926767,-33.577446,7.385164,-1.77023
280,-0.519060919206055,-1.861228087709118,11.004394,-42.41983,7.404046,-1.2742914
281,0.029314732219198305,-1.6571809223223837,11.612185,-39.60961,7.178749,-1.3433164
282,-0.944023460137613,0.05703973251511817,-16.059872,-22.288904,6.689032,2.5996346
283,-1.8806774800636132,0.723081617178694,-48.92426,-4.4586015,3.0243137,0.0833509
284,-1.23837466937012,-0.8746875934887235,-19.549381,-17.714626,6.165562,2.4082594
285,-1.4168781638887111,-2.0349805668578584,-21.589249,-14.966042,5.3536763,2.049726
286,-1.5359273627376142,-1.08772138162041,-19.35439,-17.725296,6.1719117,2.3889217
287,-1.4128454635897387,-0.563760808094855,-19.156595,-17.856882,6.1605606,2.3960862
288,-1.722697505359405,-1.165876523944719,-19.156595,-17.856882,6.1605606,2.3960862
289,-1.32021189337161,-0.2890509888714388,-42.675873,-6.3216,3.5710654,0.93115914
290,-2.0992585180924257,-0.6530083685444472,-48.28595,-9.067987,2.6678858,0.44050473
291,-2.4647979972819263,-1.8531113420232301,-26.922924,-9.30552,4.6087294,1.7174124
292,-1.6257390444262902,0.18687426590808218,-48.018852,-8.695685,2.7163253,0.38302836
293,-1.5309566381415571,0.5660916301395542,-48.924263,-4.4586015,3.0243137,0.0833509
294,-2.411641358337853,-0.9102478365963297,-43.678257,-1.5875064,3.6192513,0.44787255
295,-1.0101582887176062,-0.8809149541486896,-19.35439,-17.725292,6.171912,2.3889217
296,-1.053459244053591,-0.5529641274390082,-42.37165,-12.787333,3.119738,0.6039485
297,-1.681112339989873,-0.052503300461763824,-47.938942,-7.409663,2.837546,0.29001647
298,-2.4442902020005173,-0.0664241591463088,-40.988964,-1.6139119,3.3462791,1.3626592
299,-0.9847616881657855,-1.14803525185511,-25.77264,-15.922602,5.4596443,1.9944474
300,-1.4956747400979484,-0.48624502193510344,-42.73424,-12.082441,3.0184247,0.64933693
301,-1.153608987329417,-1.927941570246995,-26.058954,-13.47006,4.695088,1.7641392
302,-2.456722165073556,-0.06796869954779418,-40.313923,-0.9777107,3.3529205,1.2854489
303,-0.789474792691924,-1.1392791892837533,-22.32749,-21.717726,6.663218,2.8116193
306,-1.6773091583795108,0.8797718688646702,-48.62906,-5.286224,2.990659,0.15182191
307,-1.332643698093619,-0.29059608601137427,-41.658924,-7.2617273,3.5663872,0.8757249
308,-1.8931093639611367,0.7215367984079835,-48.966896,-4.1553054,3.0707164,0.051712163
309,-2.111690375598111,-0.6545532801048994,-46.848442,-10.045184,3.0079696,0.23713568
310,-1.5081066239954721,-0.487789840705814,-40.886208,-14.240392,3.1905603,0.6429432
311,-1.5433886012145954,0.5645470897380688,-48.966896,-4.1553054,3.0707164,0.051712163
312,-1.6935441974955585,-0.05404821202221594,-46.80729,-6.933118,2.9379668,0.37123448
313,-0.845266631060781,-0.6009789619222571,-19.500744,-17.571995,6.349903,2.750469
314,-1.065891259910306,-0.5545084822610103,-40.886208,-14.240392,3.19056,0.6429432
315,-1.6895892892070243,0.8776935090792839,-48.001106,-6.1399956,2.869629,0.24265388
316,-2.0203245473070486,0.3478051152069143,-45.801323,-6.8643937,3.0239499,0.4063889
317,-2.270196176648705,0.49003780364372324,-45.37673,-6.7826576,2.9981668,0.43415236
318,-1.7845014139825353,-0.0779968211764575,-45.63587,-2.5605102,3.4777057,0.30469552
319,-1.5190419932302819,-0.617929250905455,-40.247345,-4.546624,3.9265914,0.760728
320,0.4205589246577555,-2.0363536839996277,8.273043,5.6463504,5.0117292,7.260316
321,-0.2354680461943414,-1.43837184505543,3.6811874,12.680074,5.2743278,7.4967704
322,-1.014693208305042,-0.637983691492895,-30.38327,-10.314211,4.648257,1.9225795
323,-1.8066804453286274,-1.0881660032094218,-34.451286,-12.884455,5.276581,1.8127744
