KMeans_Cluster,mean,median,std
0,0.0023832827586206897,0.0023,0.0006888714366874118
1,0.0030532899770466717,0.0029,0.0007929975499900274
2,0.0036518518518518514,0.0037,0.0006367305529238598
3,0.0029194873535902223,0.0028,0.0008199427339115629
4,0.002292344270090347,0.0022,0.00048065663476785827
