column_name,inferred_type,unique_values,missing_count,missing_pct,min,max,mean,median,std,skewness,kurtosis
num_crystallizer,numeric,24,0,0.0,1.0,24.0,12.755309913768158,12.0,5.478289820174391,0.03681883973163051,-0.5895608185008556
