RUL_class,mean,median,std
Critical,162.44670177469138,162.816,5.705823545475316
Low,163.07367708333334,162.816,5.138497759779475
Medium,163.6440333994709,163.8,6.075018072482691
Healthy,163.850638805279,163.296,5.652849357400698
