RUL_class,mean,median,std
Critical,0.016852662037037038,0.0165,0.007301783925029634
Low,0.017310856481481483,0.0173,0.006423590841114785
Medium,0.016819212962962963,0.0171,0.006427868301149665
Healthy,0.017797221579069232,0.0185,0.006813935647181085
