RUL_class,mean,median,std
Critical,12.198688271604938,12.0,5.90150323758187
Low,12.171527777777778,12.0,5.3083197316902515
Medium,12.70866402116402,12.0,5.604969947348642
Healthy,13.73859689742996,14.0,5.051056504832087
