RUL_class,mean,median,std
Critical,0.0025351466049382716,0.0024,0.0014468918422603616
Low,0.002700601851851852,0.0025,0.0017481852089242013
Medium,0.00248125,0.0023,0.001471819726537584
Healthy,0.0029035656401944893,0.0027,0.0016324469572856937
