KMeans_Cluster,mean,median,std
0,0.0015857379310344826,0.0014,0.0009618111839632091
1,0.003639632746748278,0.0032,0.0017192274112786646
2,0.0027400462962962964,0.0028,0.0011048482054184696
3,0.002670616194194534,0.0026,0.001082144295178928
4,0.001945886828340466,0.0015,0.0018539568507148778
