KMeans_Cluster,mean,median,std
0,2.0055172413793105,2.0,0.15214584974634346
1,1.996557000765111,2.0,0.05858157917264454
2,2.0,2.0,0.0
3,2.0,2.0,0.0
4,2.996671421778412,3.0,0.057611431563846904
