KMeans_Cluster,mean,median,std
0,164.20635696551724,163.296,4.901118011675783
1,162.73007689364957,163.175,5.260376707431891
2,168.48920138888886,169.3,5.850194822043805
3,164.24113529112205,163.608,5.302936271125222
4,164.83707893485496,164.4,4.686116967141563
