KMeans_Cluster,mean,median,std
0,0.015569820689655173,0.0153,0.004553149408031388
1,0.01627695103289977,0.0156,0.0039650214600650555
2,0.014862268518518518,0.0146,0.003989898781884005
3,0.014003632659989815,0.0136,0.004152270683253663
4,0.013640751307655729,0.0131,0.003581901435533804
