KMeans_Cluster,mean,median,std
0,0.0008786758620689656,0.0008,0.0003399542415554284
1,0.00117486610558531,0.0011,0.0005888930197963444
2,0.0012099537037037035,0.001,0.0009989637311407973
3,0.0009712103208283823,0.0009,0.00041373639533385614
4,0.0008240133143128864,0.0007,0.0006072497811302848
