RUL_class,mean,median,std
Critical,0.4231481481481481,0.4,0.6801511600984117
Low,0.43444444444444447,0.4,1.306772097502286
Medium,0.4312169312169312,0.4,1.1626872385054678
Healthy,0.4,0.4,0.0
